LON,LAT,EDO,CLAVE,ESTACION,dic-23
-101.666667,21.191667,GTO,CSSGJ,"Los Castillos, Gto.",31.42
-101.6675,21.195556,GTO,CSTGJ,"Los Castillos, Gto.",31.42
-100.933333,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",8.11
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",34.82
-100.9,20.279722,GTO,ECBGJ,"El Cubo, Gto.",43.52
-101.244444,20.872222,GTO,ECHGJ,"El Chapín, Gto.",45.74
-101.37,20.715833,GTO,ECNGJ,"El Conejo, Gto.",39.71
-101.678889,21.173611,GTO,EPLGJ,"El Palote, Gto.",38.03
-101.996667,20.800556,GTO,FRIAS,"Frías, Gto. Protección Civil*",56.134
-101.266111,21.014167,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",34.82
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",48.81
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",43.74
-100.518333,20.145556,GTO,JCRGJ,"Jerécuaro, Gto.",38.82
-101.844167,20.675278,GTO,LADGJ,"Las Adjuntas, Gto.",58.71
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",33.1
-101.693333,21.136389,GTO,LENGJ,"León, Gto.",30.02
-100.883611,20.398333,GTO,LGVGJ,"Presa la Gavia, Gto.",7
-101.358889,20.276111,GTO,LJIGJ,"Las Jícamas, Gto.",41
-101.107778,21.324167,GTO,LQMGJ,"La Quemada, Gto.",34.3
-100.501944,21.223611,GTO,MINERALPOZOS,"Mineral de Pozos, Gto. Protección Civil*",35.58
-101.48,21.65,GTO,OCMGJ,"Ocampo, Gto.",73
-101.111389,20.5225,GTO,PERGJ,"Pericos, Gto.",56.16
-100.878333,21.105,GTO,PNLGJ,"Peñuelitas, Gto.",12.41
-100.496111,21.22,GTO,POZGJ,"Pozos, Gto.",53.08
-101.287778,20.867222,GTO,PRSGJ,"La Purísima, Gto.",45.43
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",29.6
-99.831389,21.320833,GTO,SGORDAII,"Sierra Gorda 2, Gto. SMN*",35
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",46.7
-100.666667,20.05,GTO,SL2GJ,"Solis, Gto.",32.54
-101.199444,20.565833,GTO,SLMGJ,"Salamanca, Gto.",42.85
-100.669722,20.055278,GTO,SLSGJ,"Solís, Gto.",32.53
-100.885833,20.216667,GTO,SLVGJ,"Salvatierra, Gto.",41.02
-101.016389,20.430833,GTO,SMAGJ,"San Miguel de Allende, Gto.",51.72
-101.066944,20.298333,GTO,SRTGJ,"Santa Rita, Gto.",44.76
-101.3,20.6,GTO,TEMGJ,"Temascatío, Gto.",39.54
-100.0925,21.298889,GTO,XICGJ,"Xichú, Gto.",38.33
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",16.5
-98.716111,20.185556,HGO,ELCHICO,"El Chico, Hgo. SMN*",53.6
-99.36,20.163889,HGO,ENDHD,"Endhó, Hgo.",58.51
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",93.2
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",72.3
-98.466111,19.728611,HGO,ITESAAPAN,"ITESA Apan, Hgo. SMN*",24.2
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",9.7
-98.128333,20.135833,HGO,LAGUNA,"La Laguna, Hgo. FENIX*",100.8
-98.128333,20.135556,HGO,LLAHD,"La Laguna, Hgo.",7.63
-98.757222,20.591667,HGO,LMTHD,"Metztitlán, Hgo.",17.03
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",22
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",28.1
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo Gómez, Hgo.",2.02
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",33
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",2.02
-98.369444,20.083333,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",28.81
-99.501111,20.663333,HGO,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.",21.8
-98.647222,20.652778,HGO,ZXTHD,"Zacualtipán, Hgo.",81
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala Guadalajara, Jal. SGT*",37.2
-103.225278,22.327222,JAL,ACHZC,"Achimec, Jal.",22.31
-102.436944,21.599444,JAL,AJJJL,"Ajojúcar, Jal.",60.5
-103.446389,20.746667,JAL,BAZJL,"Base Aérea Zapopan, Jal.",49.32
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",49
-103.724444,22.406111,JAL,BCSJL,"Bocas, Jal.",17.3
-103.782778,21.831667,JAL,BLNJL,"Bolaños, Jal.",31.8
-103.465278,19.697778,JAL,CGZJL,"Observatorio de Ciudad Guzmán, Jal.",24.6
-103.201944,20.290556,JAL,CHAJL,"Chapala 1, Jal. SMN*",52.83
-102.774167,19.287778,JAL,CHLMC,"Constitución de Apatzingán, Jal.",7
-104.566667,19.233333,JAL,CIHJL,"Cihuatlán, Jal.",6
-105.129722,19.9975,JAL,CPEJL,"Cajón de Peña, Jal.",7
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",84.7
-105.218333,20.593333,JAL,CULJL,"Cuale, Jal.",27.8
-102.976111,20.681389,JAL,EGCJL,"Ing. Elías González Chávez, Jal.",54.91
-103.354444,20.680556,JAL,GUAJL,"Guadalajara Centro, Jal.",48.96
-103.392778,20.706667,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",52.6
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",64.5
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",100
-102.558333,20.275556,JAL,LABARCA,"La Barca, Jal. SGT*",86.4
-103.201667,20.290556,JAL,LDCJL,"Lago de Chapala, Jal.",47.4
-103.033333,20.316667,JAL,MEZCALA,"Mezcala Poncitlán, Jal. SGT*",42.4
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",80.2
-103.361667,20.583889,JAL,PITJL,"Protección a Infraestructura y Atención a Emergencias, Jal.",35.15
-104.105833,21.196944,JAL,PLYJL,"Ing. Alfredo Elías Ayub, Jal.",13.8
-104.05,20.55,JAL,RAMJL,"Río Ameca, Jal.",26.4
-105.133611,19.998611,JAL,RIOTOMATLAN,"Río Tomatlán, Jal. SMN*",5.58
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",58.1
-103.9175,19.463611,JAL,SMANANTLANI,"Sierra Manatlán 1, Jal. SMN*",47.4
-104.148056,19.554444,JAL,SMANANTLANII,"Sierra Manatlán 2, Jal. SMN*",0
-103.705556,20.908889,JAL,SRSJL,"Manuel M. Diéguez, Jal.",24.4
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",46.03
-104.320278,20.036111,JAL,TCTJL,"Tacotán, Jal.",15.8
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",16
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",48.52
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",52.8
-104.370278,19.976111,JAL,TMLJL,"Ramón Corona Madrigal General, Jal.",36.4
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",6.02
-103.183333,20.15,JAL,TUXCUECA,"Tuxcueca, Jal. SGT*",49.4
-98.655278,19.118611,MEX,ALTZOMONI,"Altzomoni, Méx SMN*",2.4
-98.912222,19.543611,MEX,ATEMX,"Atenco, Méx.",16.5
-99.283333,19.436389,MEX,BOSQUEREAL,"Bosque Real, Méx. UNAM*",7.04
-99.52,19.566389,MEX,CCAMX,"Cerro Catedral, Méx. SMN*",24.63
-99.298611,19.406667,MEX,CDBMX,"Caída del Borracho, Méx.",6.34
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, Méx. SACMEX*",6
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, Méx. SACMEX*",4.3
-100.152778,19.350556,MEX,CHIMX,"Chilesdo, Méx.",16.4
-98.884722,19.483333,MEX,CHPMX,"Chapingo, Méx.",51.1
-99.304444,19.695,MEX,CNPMX,"La Concepción, Méx.",20
-100.225,19.178889,MEX,COLMX,"Colorines, Méx.",9.1
-99.238333,19.453611,MEX,EMOMX,"El Molinito Río Hondo, Méx.",6.5
-99.252222,19.635556,MEX,GDLMX,"Sierra de Guadalupe, Méx.",13
-98.917222,19.578889,MEX,GRDMX,"La Grande, Méx.",1.02
-99.250833,19.415833,MEX,HERRADURA,"Herradura, Méx. UNAM*",4.73
-99.05,19.633333,MEX,K27MX,"km 27+250, Méx.",21.31
-100.075833,19.383333,MEX,LBEMX,"Los Berros, Méx.",22.3
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, Méx.",5.03
-99.243333,19.473889,MEX,NAUCALPAN,"Naucalpan, Méx. UNAM*",8.26
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, Méx. SMN*",9.4
-99.184722,19.580833,MEX,PBTMX,"Planta de bombeo Barrientos, Méx.",4.58
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, Méx.",4.3
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, Méx.",5.04
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, Méx.",6
-99.248889,19.429444,MEX,PLMMX,"Palmas, Méx.",3.8
-99.260833,19.526944,MEX,PMDMX,"Madín, Méx.",12.4
-99.283333,19.453611,MEX,PTLMX,"Presa Totolica, Méx.",8.12
-98.911111,19.530556,MEX,SADMX,"San Andrés, Méx.",13.62
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, Méx.",1.51
-99.285,19.574444,MEX,SNJMX,"San Juan, Méx",31.5
-98.858611,19.644722,MEX,SNLMX,"San Lucas, Méx",6.3
-99.283333,19.453889,MEX,TOTMX,"Totolica, Méx",8.21
-99.283056,19.4525,MEX,TTLMX,"Totolica hidrométrica, Méx.",5.5
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, Méx",28.83
-99.385278,19.834722,MEX,TXMHD,"Taxhimay, Méx.",39.05
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, Méx.",7.02
-99.211667,19.510278,MEX,VDCDF,"Vaso de Cristo, Méx.",7.25
-99.334167,19.382222,MEX,VNDMX,"El Venado, Méx.",7.62
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, Méx.",29
-101.99,20.231389,MICH,ADUMC,"Adjuntas, Mich.",26.8
-100.608889,19.579722,MICH,AGOMC,"Agostitlán, Mich.",75.6
-102.371111,19.083056,MICH,APTMC,"Apatzingán, Mich.",3.51
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",110
-101.461389,20.324167,MICH,CBLMC,"Casa Blanca, Mich.",33.12
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",43.3
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",4.91
-101.259167,19.629722,MICH,COIMC,"Coíntzio, Mich.",19.13
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",31.13
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",14
-102.436944,20.304444,MICH,DGNMC,"De Gonzalo, Mich.",23.4
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",51.3
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",1.9
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",56
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",13.6
-102.133333,18.848611,MICH,LPNMC,"Los Panches, Mich.",9.31
-102.2,18.8,MICH,LPSMC,"La Pastoría, Mich.",3.42
-100.873611,19.829167,MICH,MLPMC,"Malpaís, Mich.",55.6
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",24.57
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",32.2
-102.464722,20.208333,MICH,SCRMC,"San Cristóbal, Mich.",43
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",46.01
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",21.3
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",45.31
-102.180278,18.048333,MICH,VILMC,"José María Morelos y Pavón, Mich.",0.01
-101.45,19.55,MICH,VJIMC,"Villa Jiménez, Mich.",69.1
-101.931944,18.921111,MICH,ZICMC,"Zicuirán, Mich.",0
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",5.3
-99.258056,18.734722,MOR,ALUMR,"Alpuyeca, Mor.",3.5
-99.376944,18.596111,MOR,AMCMR,"Amacuzac, Mor.",1.1
-99.463611,18.68,MOR,APAMR,"Apacingo, Mor.",0
-98.928056,18.948889,MOR,ATLMR,"Atlatlahucan, Mor.",4.5
-98.955278,18.850556,MOR,CASMR,"Casasano, Mor.",1.51
-98.948889,18.808611,MOR,CUAMR,"Cuautla, Mor.",0.01
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",5.2
-99.375556,18.701667,MOR,CUTMR,"Cuautlita, Mor.",0
-98.786667,18.690556,MOR,ELPMR,"El Peñón, Mor.",0
-99.180278,18.573889,MOR,HIGMR,"Higuerón, Mor.",0
-99.424167,18.608333,MOR,HUAMR,"Huajintlán, Mor.",0
-99.267222,19.045,MOR,HUCMR,"C.B.T.A.154 Huitzilac, Mor.",9
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",6.55
-99.265,19.028889,MOR,HUIMR,"Huitzilac, Mor.",6.12
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",9.52
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de Tecnología del Agua, Mor. SMN*",7.88
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",0.6
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",0.2
-98.914444,18.683611,MOR,LCUMR,"La Cuera, Mor.",0.02
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",1
-99.031389,18.923333,MOR,OACMR,"Oacalco, Mor.",1.5
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",3
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Cuernavaca, Mor.",5
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",9
-99.433333,18.8675,MOR,PAPMR,"Palpan, Mor.",0.5
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",0.01
-99.156944,18.771111,MOR,PROMR,"Progreso, Mor.",12.3
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",0.01
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",0
-98.83,18.638333,MOR,TEBMR,"Tepalcingo Bachillerato, Mor.",0.4
-99.223611,18.856944,MOR,TEMMR,"Temixco, Mor.",0.02
-98.710278,18.876389,MOR,TETMR,"Tetela del Volcán, Mor.",1
-99.103889,18.794167,MOR,TICMR,"Ticumán, Mor.",0.6
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",0.01
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",1
-99.241667,19.054167,MOR,TMAMR,"Tres Marías, Mor.",1.03
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",0.5
-99.093889,18.705833,MOR,TMPMR,"Temilpa, Mor.",0.01
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",0.5
-99.072778,18.971389,MOR,TPZMR,"Tepoztlán, Mor.",7.01
-99.250278,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",0.01
-99.190278,18.528889,MOR,XICMR,"Xicatlacotla, Mor.",0.2
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",0.4
-99.050556,18.899167,MOR,YAHMR,"Yautepec, Mor.",3.6
-99.196667,18.651389,MOR,ZCTMR,"Observatorio de Zacatepec, Mor.",0.3
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",2.5
-104.5,21.944167,NAY,CHPNR,"Chapalagana, Nay.",1.5
-104.450833,21.428333,NAY,CJNNR,"Leonardo Rodríguez Alcaine, Nay.",2.9
-104.298056,21.038889,NAY,IXTLANRIO,"Ixtlán del Río, Nay. SMN*",8.25
-104.516944,22.250833,NAY,JMANR,"Jesús María, Nay.",2.8
-104.8875,21.780833,NAY,RSRNR,"San Rafael, Nay.",3.5
-105.1425,21.958333,NAY,RUINR,"Ruiz, Nay.",1.22
-105.285556,21.531389,NAY,SANBLASmar,"San Blas, Nay. SEMAR*",0.25
-104.891944,21.489444,NAY,TEPNR,"Observatorio de Tepic, Nay.",2
-99.680556,24.897222,NL,ADJUNTASHUALA,"Las Adjuntas, N.L. SGT*",17.7
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",7.63
-99.911667,24.321944,NL,ASCNL,"La Ascensión, N.L.",9.1
-99.276944,25.711667,NL,CCHNL,"Cuchillo Solidaridad, N.L.",19.51
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",11.82
-99.746944,27.699167,NL,COLOMBIA,"Colombia, N.L. SGT*",5.3
-99.399722,24.9375,NL,CPRNL,"José López Portillo, N.L.",12.03
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",13.4
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",33.4
-100.308333,25.576944,NL,ELDIENTE,"El Diente, N. L. SMN*",20.19
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",4.01
-100.128056,25.428056,NL,LBCNL,"Rodrigo Gómez, N.L.",16.3
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",5.43
-100.271667,25.6825,NL,MTRNL,"Monterrey, N.L.",18.5
-100.304722,25.733611,NL,OBSNL,"Observatorio de Monterrey, N.L.",18.5
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",2.53
-97.720556,17.533611,OAX,AMTOX,"San Antonino Monte Verde, Oax.",8.4
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",44.2
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",0.5
-98.278333,17.532778,OAX,CALOX,"Calihualá, Oax.",5.5
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",420.11
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",0.11
-97.023056,17.459167,OAX,CMTOX,"Santiago Camotlán, Oax.",6.21
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",119.06
-96.388889,18.1525,OAX,DPSOX,"Dique Pescaditos, Oax.",205.93
-97.819167,17.746389,OAX,FOYOX,"San Francisco Yosocuta, Oax.",0
-97.776111,17.806667,OAX,HDLOX,"Huajuapan de León, Oax.",6.31
-97.776111,17.806667,OAX,HLOOX,"Observatorio de Huajuapan de León, Oax.",5.11
-96.133889,15.748889,OAX,HUATULCOmar,"Huatulco, Oax. SEMAR*",0
-95.869722,17.024722,OAX,HUYOX,"Huayapam, Oax.",32.2
-95.053889,16.503611,OAX,IXTALTEPEC,"Ixtaltepec, Oax. SGT*",0
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",0.21
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",204.5
-95.483333,17.45,OAX,MAROX,"María Lombardo, Oax.",166.86
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",0.3
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",94.64
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca Pacífico Sur PIAE, Oax.",0.02
-96.483333,15.666667,OAX,PTAOX,"Observatorio de Puerto Ángel, Oax.",0
-95.481389,16.585278,OAX,RHOOX,"Río Hondo, Oax.",0.5
-97.725,16.102778,OAX,RVEOX,"Río Verde, Oax.",0
-97.895,17.905833,OAX,SCHOX,"Santiago Chilixtlahuaca, Oax.",6.21
-96.55,17.266667,OAX,SCIOX,"Ixtepeji, Oax.",14
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",189
-98.1425,17.501389,OAX,SLAOX,"Silacayoápam, Oax.",4.22
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",98.14
-97.536667,17.726111,OAX,STTOX,"Santiago Teotongo, Oax.",5.9
-96.412222,18.232222,OAX,TEMOX,"Presidente Alemán, Oax.",132.6
-97.424444,17.550556,OAX,TEPOX,"San Juan Teposcolula, Oax.",20.12
-96.435278,17.933056,OAX,UCFOX,"Usila CFE, Oax.",353.1
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",276.34
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",3.6
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",103.76
-98.389444,17.755278,OAX,ZALOX,"Zapotitlán Lagunas, Oax.",3.21
-97.818056,17.889722,OAX,ZAPOX,"Zapotitlán Palmas, Oax.",1.5
-98.285,19.016667,PUE,ACAPB,"Acatepec, Pue.",0
-97.418056,19.45,PUE,ACHPB,"Alchichilca, Pue.",6.43
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",12.8
-98.055,18.277222,PUE,ADOPB,"Acatlán de Osorio, Pue.",4.21
-98.135833,18.9425,PUE,AFRPB,"Áfricam, Pue.",8.3
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",15
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",115.1
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",16.5
-97.881111,20.385833,PUE,AVCPB,"Ávila Camacho, Pue.",109.11
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires CFE, Pue.",178.2
-98.108611,18.9125,PUE,BDDPB,"Manuel Ávila Camacho, Pue.",7.11
-97.441667,18.987222,PUE,CDSPB,"Ciudad Serdán, Pue.",14
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",6
-97.360833,18.316389,PUE,CHCPB,"Chilac, Pue.",0
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",0.2
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",2.5
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",1.1
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",3
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",52.9
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",2.3
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",15
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",370.51
-98.275556,18.966111,PUE,ECHPB,"Echeverría, Pue.",16.01
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",16.81
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",1
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",134.52
-98.466389,18.610833,PUE,IZMPB,"Izúcar de Matamoros, Pue.",1
-97.691111,19.457222,PUE,LIBPB,"Libres, Pue.",8.54
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",16.53
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",101.8
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",199.71
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",79.8
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",42.05
-98.156667,20.2775,PUE,PAHUATLAN,"Pahuatlán de Valle, Pue. SGT*",96.9
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",35.02
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",2.5
-97.702778,20.445833,PUE,PTEPALOMAS,"Puente Palomas, Pue. SGT*",57.9
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",47.8
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",14.9
-97.616667,19.25,PUE,QUIPB,"Quimixtlán, Pue.",84.8
-98.22,19.113056,PUE,SCRPB,"San Cristóbal Caleras, Pue.",4.21
-97.208333,20.131389,PUE,SJAPB,"San José Acateno, Pue.",83.32
-98.4175,19.284167,PUE,SMTPB,"San Martín Texmelucan, Pue.",26.5
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",176.6
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",20.51
-97.486389,19.952778,PUE,STLPB,"Sontalalco CFE, Pue.",183.8
-97.7925,20.004444,PUE,TDRPB,"Tepango de Rodríguez, Pue.",191.7
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",3
-97.395556,18.479167,PUE,TEHPB,"Tehuacán, Pue.",0
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",40.73
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",81.8
-97.430556,18.468889,PUE,TETPB,"Teotipilco, Pue.",1.8
-97.359722,19.815278,PUE,TEZPB,"Teziutlán, Pue.",138.03
-97.876111,20.315278,PUE,TLAXCALALTON,"Tlaxcalaltongo, Pue. SGT*",93.8
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de Díaz, Pue.",280.31
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",12
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",195.02
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",132.22
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",56.9
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Juárez, Pue.",146.01
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",141.12
-97.011389,18.332222,PUE,ZOQPB,"Zoquitlán, Pue.",129.02
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",104.8
-100.080278,20.418611,QRO,CNSQT,"Constitución de 1917, Qro.",28.51
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",15.6
-100,20.3625,QRO,SJSQT,"San José, Qro.",28
-86.820278,21.156667,QROO,CANQR,"Cancún, Q. Roo.",180.91
-87.300556,18.755556,QROO,CHINCHORROmar,"Banco Chinchorro, Q. Roo. SEMAR*",322.564
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo.",65.61
-86.775833,21.074444,QROO,CNCQR,"Cancún Radar, Q. Roo. SMN*",119.95
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",238
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",65.1
-88.703611,19.752222,QROO,JMORELOS,"José María Morelos, Q. Roo. SMN*",63
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",132.4
-87.465556,20.1275,QROO,SIAQR,"Sian Ka'an 2, Q. Roo. SMN*",9.25
-106.654167,24.047222,SIN,ACTSI,"Acatitán, Sin.",0
-107.383333,25.090278,SIN,AL2SI,"El Varejonal hidrométrica, Sin.",0
-107.388333,25.101389,SIN,ALMSI,"Adolfo López Mateos, Sin.",0
-108.7,25.7,SIN,ARCSI,"Adolfo Ruíz Cortínes, Sin.",1.5
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",0
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",0
-107.4,24.816667,SIN,CLCSI,"Culiacán, Sin.",0.02
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",0
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",0
