LON,LAT,EDO,CLAVE,ESTACION,jun-23
-102.31,21.9,AGS,AGSAG,"Aguascalientes, Ags.",7.41
-102.71,21.85,AGS,CALVILLO,"Calvillo SMN, Ags.",8.75
-102.68,22,AGS,CDRAG,"La Codorniz, Ags.",8.9
-101.99,21.9,AGS,CNSAG,"Los Conos, Ags.",1.34
-102.3,22.36,AGS,CSOAG,"CosÌo, Ags.",6.01
-102.36,22.12,AGS,JCQAG,"Jocoque, Ags.",2.2
-102.79,21.81,AGS,MNLAG,"Media Luna, Ags.",8.42
-102.37,21.78,AGS,NGRAG,"El Ni·gara, Ags.",9.1
-102.29,21.85,AGS,OBSAG,"Observatorio de Aguascalientes, Ags.",9.52
-102.47,22.19,AGS,P50ANIV,"Presa Cincuenta Aniversario SMN, Ags.",1.4
-102.28,22.15,AGS,PBLAG,"PabellÛn, Ags.",1.9
-102.42,22.14,AGS,PECAG,"Plutarco ElÌas Calles, Ags.",0.02
-102.14,22.2,AGS,PTOAG,"Puerto de la ConcepciÛn, Ags.",0.05
-102.44,22.24,AGS,PTRAG,"Derivadora PabellÛn, Ags.",2.3
-116.2,32.27,BC,AGHBN,"Agua Hechicera, B.C.",0
-116.91,32.44,BC,ALRBN,"Abelardo L. RodrÌguez, B.C.",0.8
-113.56,28.9,BC,BAABN,"BahÌa de los ¡ngeles SMN, B.C.",0
-116.7,32.48,BC,CRRBN,"El Carrizo, B.C.",2
-116.83,32.47,BC,EFLBN,"El Florido, B.C.",1.9
-116.6,31.89,BC,ELZBN,"Emilio LÛpez Zamora, B.C.",0
-115.93,30.52,BC,ENBBN,"San QuintÌn, B.C.",0
-115.15,32.41,BC,ENLBN,"Observatorio de Ejido Nuevo LeÛn, B.C.",0
-116.3,32.52,BC,HNGBN,"El Hongo, B.C.",1.5
-115.21,28.03,BC,ISLACEDROSmar,"Isla Cedros SEMAR, B.C.",0
-114.73,32.71,BC,JMRBN,"InterconexiÛn JosÈ Maria Morelos y PavÛn, B.C.",0
-115.27,32.39,BC,MXCBN,"Mexicali, B.C.",0
-116.91,32.45,BC,PABELARLRDGZ2,"Abelardo L. RodrÌguez 2 SMN, B.C.",0.8
-114.73,32.7,BC,PDMBN,"Presa derivadora Morelos, B.C.",0
-117.07,32.38,BC,PLAYAROSARITO,"Playa Rosarito SMN, B.C.",0.2
-116.6,31.89,BC,PLOPEZZAMORA,"Presa Emilio LÛpez Zamora SMN, B.C.",0
-116.21,32.27,BC,RUMOROSA,La Rumorosa SMN B.C.,0
-114.85,31.03,BC,SFLBN,"Observatorio de San Felipe, B.C.",0
-115.94,30.53,BC,SQNBN,"San QuintÌn SMN, B.C.",0
-116.66,32.57,BC,TECATE,"Tecate SMN, B.C.",0.4
-111.66,25.01,BCS,CCNBS,"Observatorio de Ciudad ConstituciÛn, B.C.S.",0
-109.93,22.9,BCS,CSLBS,"Cabo San Lucas, B.C.S.",0
-113.46,27.64,BCS,DORBS,"DÌaz Ordaz, B.C.S.",0
-114.05,27.96,BCS,GNGBS,"Guerrero Negro, B.C.S.",0.02
-109.7,23.68,BCS,LBABS,"Los Barriles, B.C.S.",0
-110.37,24.15,BCS,LPZBS,"Observatorio de La Paz, B.C.S.",10.62
-111.35,26.01,BCS,LRTBS,"Observatorio de Loreto, B.C.S.",0
-111.98,26.9,BCS,MLGBS,"MulegÈ, B.C.S.",0
-111.83,24.48,BCS,PCORTESmar,"Puerto CortÈs SEMAR, B.C.S.",0
-109.93,23.97,BCS,PLNBS,"Los Planes, B.C.S.",0
-109.59,23.59,BCS,RBRBS,"La Ribera, B.C.S.",0
-110.06,23.81,BCS,SANBS,"San Antonio, B.C.S.",0
-110,24.08,BCS,SARBS,"El Sargento, B.C.S.",0
-109.84,23.74,BCS,SBABS,"San Bartolo, B.C.S.",0
-109.71,23.12,BCS,SJCBS,"San JosÈ del Cabo, B.C.S.",0
-110,23.56,BCS,SLAGUNA,"Sierra La Laguna SMN, B.C.S.",0
-109.92,22.89,BCS,SLUBS,"Cabo San Lucas SMN, B.C.S.",0
-109.71,23.49,BCS,SNTBS,"Santiago, B.C.S.",0
-112.27,27.34,BCS,SRLBS,"Santa RosalÌa, B.C.S.",0
-110.21,23.48,BCS,TSNBS,"Todos Santos, B.C.S.",0
-89.74,20,CAMP,BOLCA,"BolonchÈn, Camp.",58.3
-90.58,19.3,CAMP,CANCA,"Canasayab, Camp.",43.61
-91.76,18.65,CAMP,CARCA,"El Carmen, Camp.",105.91
-90.72,19.36,CAMP,CHMCA,"ChampotÛn, Camp.",194.31
-90.54,19.84,CAMP,CMPCA,"Campeche, Camp.",82
-91.05,18.18,CAMP,CNDCA,"Candelaria, Camp.",79
-90.51,19.84,CAMP,COBCA,"Observatorio de Campeche, Camp.",77.5
-90.74,18.6,CAMP,ESCCA,"Esc·rcega, Camp.",107.11
-90.11,20.18,CAMP,HECCA,"Hecelchak·n, Camp.",70
-89.85,19.75,CAMP,HPOCA,"HopelchÈn, Camp.",10.31
-90.82,18.06,CAMP,MONCLOVACAMP,"Monclova SMN, Camp.",65
-90.22,19.61,CAMP,NYXCA,"Noh-YaxchÈ, Camp.",10
-92.09,18.25,CAMP,PLZCA,"Palizada, Camp.",156.5
-91.18,18.97,CAMP,SBNCA,"Sabancuy, Camp.",154.4
-89.86,19.66,CAMP,XCPCA,"Xcupil, Camp.",41.31
-89.4,18.5,CAMP,XPJCA,"Xpujil, Camp.",82
-107.48,28.48,CHIH,AGZCH,"Abraham Gonz·lez, Chih.",17
-107.9,27.9,CHIH,BTVCH,"Batovira, Chih.",14.14
-107.93,30.38,CHIH,CAGCH,"Casas Grandes, Chih.",6.7
-106.84,28.4,CHIH,CDCUAUHTEMOC,"Ciudad CuauhtÈmoc SMN, Chih.",2.6
-105.45,28.21,CHIH,CDLCH,"Ciudad Delicias, Chih.",1.51
-108.54,27.39,CHIH,CHICH,"ChÌnipas SMN, Chih.",4.33
-106.77,26.23,CHIH,CHNCH,"Chinat˙ SMN, Chih.",70.02
-106.4,31.74,CHIH,CJZCH,"Ciudad Ju·rez, Chih.",0
-105.38,27.41,CHIH,CL2CH,"Colina hidromÈtrica, Chih.",3.01
-108.54,27.42,CHIH,CNDCH,"ChÌnipas, Chih.",12.5
-107.63,27.75,CHIH,CRLCH,"Creel, Chih.",7.82
-105.63,28.17,CHIH,FIMCH,"Francisco I. Madero, Chih.",0.02
-107.07,26.82,CHIH,GCCCH,"Guachochi SMN, Chih.",12.8
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",4.41
-107.88,26.87,CHIH,IGNCH,"San Ignacio, Chih.",31.5
-108.43,30.84,CHIH,JANOS,"Janos SMN, Chih.",0
-105.41,27.54,CHIH,LBQCH,"La Boquilla, Chih.",3.03
-107.03,29.88,CHIH,LJSCH,"Las Lajas, Chih.",0
-105.28,28.98,CHIH,LLNCH,"Ing. Luis L. LeÛn, Chih.",5
-107.99,27.86,CHIH,MAGCH,"Maguarichi SMN, Chih.",3.05
-106.49,28.8,CHIH,MAJALCA,"Cumbres de Majalca SMN, Chih.",48.8
-104.41,29.57,CHIH,OJNCH,"Ojinaga, Chih.",2
-105.25,26.55,CHIH,PAGCH,"Pico del ¡guila, Chih.",12
-106.09,28.66,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",3.11
-107.85,28.95,CHIH,TMCCH,"TemÛsachic, Chih.",3.3
-107.91,27.22,CHIH,URECH,"Urique, Chih.",59.5
-108.17,29.67,CHIH,YEPCH,"Yepachic, Chih.",0
-92.8,16.55,CHIS,ACACP,"Acala, Chis.",205.82
-92.03,16.74,CHIS,ALTAMIRANO,"Altamirano SGT, Chis.",146
-92.78,16.4,CHIS,ANGCP,"Doctor Belisario DomÌnguez, Chis.",172.6
-93.9,16.24,CHIS,AROCP,"Observatorio de Arriaga, Chis.",289.1
-93.43,17.25,CHIS,AZAPACCFE,"Aza-Pac CFE, Chis.",23.7
-92.91,17,CHIS,BOCHIL,"Bochil SGT, Chis.",163.6
-93.03,16.95,CHIS,BOMBANA,"Bombana SGT, Chis.",186
-93.15,16.64,CHIS,BOQCP,"BoquerÛn, Chis.",215.9
-92.72,15.35,CHIS,CACCP,"Cacaluta, Chis.",729.1
-92.49,16.31,CHIS,CASCAJAL,"Cascajal SGT, Chis.",54.2
-92.48,16.31,CHIS,CASCP,"Cascajal, Chis.",46.5
-92.48,15.97,CHIS,CATARINITAS,"Catarinitas SGT, Chis.",117
-91.95,17.85,CHIS,CATAZAJA,"Catazaj· SGT, Chis.",109.6
-92.28,15.75,CHIS,CHICOMUSELO,"Chicomuselo SGT, Chis.",120.6
-93.1,16.94,CHIS,CHICP,"Manuel Moreno Torres, Chis.",249.81
-92.28,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",211.2
-93.47,16.44,CHIS,COBREGONCFE,"CristÛbal ObregÛn CFE, Chis.",91.9
-92.1,16.2,CHIS,COOCP,"Observatorio de Comit·n, Chis.",122.7
-93.91,16.24,CHIS,CREDARRIAGA,"Cred Arriaga PC, Chis. ",198
-92.11,15.44,CHIS,CUILCOCFE,"Cuilco, Chis. CFE*",169
-92.97,15.73,CHIS,CUXTEPEQUES,"Finca Cuxtepeques SGT, Chis.",235.1
-92.94,15.88,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidromÈtrica SGT, Chis.",179.1
-92.58,15.2,CHIS,DESCP,"Despoblado, Chis.",496.1
-92.93,16.11,CHIS,DORADOCFE,"El Dorado CFE, Chis.",70.8
-92.59,16.69,CHIS,ELAGUAJE,"El Aguaje SGT, Chis.",68.6
-92.95,15.5,CHIS,ELNCP,"El Novillero, Chis.",260.4
-92.81,15.66,CHIS,ELTRIUNFO,"El Triunfo SMN, Chis.",386.1
-92.83,17.37,CHIS,ESCALONCP,"El EscalÛn SGT, Chis.",326
-92.67,15.32,CHIS,ESCCP,"Escuintla, Chis.",530.4
-92.67,15.33,CHIS,ESCUINTLA,"Escuintla SMN, Chis.",216.5
-93.34,17.22,CHIS,EZAPATACFE,"Emiliano Zapata CFE, Chis.",94.7
-92.3,15.13,CHIS,FARCP,"Finca Argovia, Chis.",500.7
-92.33,15.17,CHIS,FHACP,"Finca Hamburgo, Chis.",433.5
-92.48,15.35,CHIS,FPZCP,"Finca La Paz, Chis.",389.5
-93.13,16.98,CHIS,GRICP,"Grijalva, Chis.",159.51
-92.4,15,CHIS,HUECP,"Huehuet·n, Chis.",470.05
-92.47,15.13,CHIS,HUICP,"Huixtla, Chis.",629
-92.47,15.15,CHIS,HUIXTLA,"Huixtla SGT, Chis.",501.2
-92.72,15.89,CHIS,JALTENANGO,"Jaltenango SGT, Chis.",193.8
-93.38,17.36,CHIS,JDGCP,"Juan de Grijalva, Chis.",227.61
-92.9,16,CHIS,JSBCP,"Juan Sabines, Chis.",363
-90.7,16.58,CHIS,LACCP,"Lacant˙n, Chis.",1.5
-93.56,16.7,CHIS,LFLCP,"Las Flores, Chis.",77.9
-91.73,16.11,CHIS,LMONTEBELLO,"Lagunas de Montebello SMN, Chis.",134.8
-93.6,17.18,CHIS,MALCP,"NezahualcÛyotl, Chis.",75.28
-92.88,15.45,CHIS,MAPCP,"Mapastepec, Chis.",539.9
-93.38,16.07,CHIS,MONTERREYCFE,"Monterrey CFE, Chis.",159.1
-92.27,15.33,CHIS,MOTOZINTLA,"Motozintla SGT, Chis.",164.5
-93.63,16.49,CHIS,NVAPALESTINA,"Nueva Palestina SGT, Chis.",189.8
-93.15,17.22,CHIS,OCOCP,"Ocotepec, Chis.",165.9
-91.97,15.85,CHIS,PCONCORDIACFE,"Puente Concordia CFE, Chis.",76.4
-93.47,17.46,CHIS,PENITAS,"PeÒitas SGT, Chis.",114.1
-93.46,17.45,CHIS,PENITASCFE,"PeÒitas CFE, Chis.",161.7
-93.22,15.69,CHIS,PIJCP,"Pijijiapan, Chis.",311.1
-92.79,15.71,CHIS,PRUSIA,"Prusia SGT, Chis.",367.4
-92.65,16.73,CHIS,PTEMORELOS,"Puente Morelos SGT, Chis.",118.4
-92.62,16.75,CHIS,QUIOSCO,"Quiosco SGT, Chis.",153.8
-92.67,15.92,CHIS,REFCP,"Reforma, Chis.",138.8
-93.08,16.16,CHIS,REVCP,"RevoluciÛn Mexicana, Chis.",232.5
-92.35,17.57,CHIS,SAACP,"Salto de Agua, Chis.",148.3
-92.24,15.78,CHIS,SANMIGUELCFE,"San Miguel CFE, Chis.",108.1
-93.38,17.43,CHIS,SAYCP,"Sayula, Chis.",211.3
-92.6,16.73,CHIS,SCCASASCFE,"San CristÛbal de las Casas CFE, Chis.",52.3
-92.63,16.73,CHIS,SCOCP,"Observatorio de San CristÛbal, Chis.",125.2
-92.62,16.74,CHIS,SCRCP,"Puente Morelos, Chis.",111.5
-92.95,15.87,CHIS,SFRANCISCOII,"San Francisco 2 SGT, Chis.",247.3
-92.32,15.56,CHIS,SILTEPEC,"Siltepec SGT, Chis.",265.8
-93.09,17.56,CHIS,SJOCP,"San JoaquÌn, Chis.",209.8
-93.59,16.15,CHIS,SMORENACFE,"Sierra Morena CFE, Chis.",339.1
-92.82,16.94,CHIS,SNACP,"Santa MarÌa, Chis.",225.01
-92.73,17.04,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum SGT, Chis",2.9
-92.15,14.7,CHIS,SUCHIATE,"Suchiate SMN, Chis.",277.3
-93.03,16.74,CHIS,SUMIDEROCFE,"CaÒÛn del Sumidero CFE, Chis.",136.9
-93.53,15.88,CHIS,TPICP,"Tres Picos, Chis.",459.6
-93.58,16.23,CHIS,TRESPICOSCFE,"Tres Picos CFE, Chis.",220.76
-93.1,16.76,CHIS,TUXCP,"Tuxtla Oriente, Chis.",218
-93.09,16.76,CHIS,TUXTLACFE,"Tuxtla CFE, Chis.",240.31
-93.13,16.75,CHIS,TXOCP,"Observatorio de Tuxtla GutiÈrrez, Chis.",322.8
-93.41,17.23,CHIS,TZIMBACCFE,"Tzimbac CFE, Chis.",64.4
-92.91,17.18,CHIS,UNIVERSIDADLIND,"Universidad Lindavista SMN, Chis.",88.95
-93.27,16.23,CHIS,VIFCP,"Villaflores, Chis.",263.8
-93.33,17.12,CHIS,YAMCP,"YamonhÛ, Chis.",49
-91.73,16.91,CHIS,YAQUINTELA,"Yaquintela SGT, Chis.",117
-100.84,28.34,COAH,ADLCL,"Allende, Coah.",78
-101.06,29.45,COAH,AMSCL,"Internacional La Amistad, Coah.",20.71
-100.93,25.56,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",2
-101.12,29.15,COAH,CBRCL,"Cabeceras, Coah.",21.01
-102.06,26.98,COAH,CCGCL,"Cuatro CiÈnegas, Coah.",13.61
-100.95,29.33,COAH,CDACL,"Ciudad AcuÒa, Coah.",0.01
-100.66,26.84,COAH,CDLCL,"Candela, Coah.",0.02
-100.95,29.21,COAH,CNTCL,"El Centenario, Coah.",11
-103.47,25.54,COAH,CYTCL,"Coyote, Coah.",10.01
-100.92,25.44,COAH,ESLCL,"SecretarÌa de Agricultura Saltillo, Coah.",6.5
-100.95,29.33,COAH,LASVACASC,"Las Vacas, Ciudad AcuÒa CILA, Coah.",6.6
-101.42,26.91,COAH,MCVCL,"Observatorio de Monclova, Coah.",13
-101.71,28.01,COAH,MORELOSMUZQUIZ,"Morelos M˙zquiz SMN, Coah.",7.4
-100.53,28.71,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",26.9
-100.56,28.67,COAH,RioEscondidoC,"RÌo Escondido Villa De Fuentes CILA, Coah.",21.25
-101.02,25.38,COAH,SALCL,"Observatorio de Saltillo, Coah.",11.51
-100.73,29.07,COAH,SANDIEGOC,"San Diego JimÈnez CILA, Coah.",14.75
-101.12,27.85,COAH,SBNCL,"Sabinas, Coah.",7
-100.95,29.03,COAH,SMGCL,"San Miguel, Coah.",22
-102.98,25.76,COAH,SPECL,"San Pedro, Coah.",0.02
-101.02,25.38,COAH,STOCL,"Saltillo, Coah.",0.4
-103.45,25.54,COAH,TORCL,"Observatorio de TorreÛn, Coah.",23.2
-100.95,27.52,COAH,VCARRANZA,"Venustiano Carranza SMN, Coah.",0.6
-100.62,27.52,COAH,VCRCL,"Venustiano Carranza, Coah.",0.02
-103.61,19.25,COL,BVSCM,"Buenavista, Col.",52
-103.73,18.76,COL,CDOCM,"Cerro de Ortega, Col.",34
-103.7,19.3,COL,CHNCM,"El Chanal, Col.",75.61
-103.76,19.32,COL,CMLCM,"Comala, Col.",56.8
-103.8,19.21,COL,CQMCM,"Coquimatl·n, Col.",60.12
-110.95,18.73,COL,ISOCORROmar,"Isla Socorro SEMAR, Col.",0
-103.87,19.17,COL,LAECM,"La Esperanza, Col.",82.8
-103.77,18.81,COL,LDACM,"Laguna de Amela, Col.",39.7
-103.73,19.22,COL,LPSCM,"La Posta, Col.",90.4
-104.32,19.04,COL,MNZCM,"Observatorio de Manzanillo, Col.",146.5
-103.81,19.33,COL,PNTCM,"PeÒitas, Col.",32
-104.1,18.94,COL,RDRCM,"Radar, Col.",63.11
-103.7,19.41,COL,SCHCM,"Suchitl·n, Col.",78
-103.87,18.91,COL,TCMCM,"Tecom·n, Col.",68
-103.66,19.28,COL,TRPCM,"Trapiche, Col.",83
-99.21,19.22,DF,AJSDF,"Ajusco, Cd. de MÈx.",51.81
-99.19,19.21,DF,AJUSCO,"Ajusco UNAM, Cd. de MÈx.",50.09
-99.17,19.24,DF,AMC,"Academia Mexicana de Ciencias UNAM, Cd. de MÈx.",39.53
-99.1,19.42,DF,BALBUENA,"Balbuena UNAM, Cd. de MÈx.",56.32
-99.12,19.47,DF,BONDOJITO,"Bondojito UNAM, Cd. de MÈx.",39.38
-99.28,19.44,DF,BOSQUEREAL,"Bosque Real UNAM, MÈx.",54.22
-99.17,19.45,DF,CBIDF,"Escuela Nacional de Ciencias BiolÛgicas IPN SMN, Cd. de MÈx.",51.8
-99.06,19.38,DF,CCHOTE,"CCH Oriente UNAM, Cd. de MÈx.",40.3
-99.14,19.48,DF,CCHVALLEJO,"CCH Vallejo UNAM, Cd. de MÈx.",30.12
-99.18,19.35,DF,CCUDF,"Universidad, Cd. de MÈx.",37.34
-99,19.36,DF,CDMDF,"C·rcel de Mujeres, Cd. de MÈx.",17.01
-99.11,19.41,DF,CDVDF,"Ciudad Deportiva, Cd. de MÈx.",0
-99.21,19.16,DF,CFSDF,"Caseta Forestal, Cd. de MÈx.",0
-99.14,19.47,DF,CMTDF,"Avenida Cien Metros, Cd. de MÈx.",0
-99.18,19.49,DF,CMYDF,"Campamento Mecoaya, Cd. de MÈx.",74.41
-99.2,19.41,DF,CTMDF,"Observatorio de Tacubaya, Cd. de MÈx.",50.5
-99.09,19.19,DF,CTNDF,"San Salvador Cuautenco, Cd. de MÈx.",9.39
-99.29,19.36,DF,CUAJIMALPA,"Memetla Cuajimalpa UNAM, Cd. de MÈx.",33.84
-99.14,19.55,DF,CUAUTEPEC,"Cuautepec UNAM, MÈx.",13.46
-99.11,19.32,DF,CULHUACAN,"Culhuac·n UNAM, Cd. de MÈx.",38.03
-99.09,19.48,DF,CYLDF,"Coyol, Cd. de MÈx.",51.02
-99.31,19.31,DF,DDELOSLEONES,"Desierto de los Leones CDMX, Cd. de MÈx.",15.98
-99.13,19.43,DF,DDFDF,"Gobierno de la Ciudad de MÈxico, Cd. de MÈx.",58.67
-99.16,19.38,DF,DELVALLE,"Del Valle, Cd. de MÈx. SACMEX*",2.27
-99.31,19.31,DF,DTLDF,"Desierto de los Leones, Cd. de MÈx.",17.5
-99.15,19.3,DF,EAZDF,"Estadio Azteca, Cd. de MÈx.",45.46
-99.29,19.36,DF,EYQDF,"El Yaqui, Cd. de MÈx.",22.09
-99.35,19.3,DF,EZCDF,"El Zarco, Cd. de MÈx.",0
-99.25,19.42,DF,HERRADURA,"Herradura UNAM, MÈx.",49.73
-99.12,19.5,DF,INDIOSVER,"Indios Verdes UNAM, Cd. de MÈx.",39.43
-98.98,19.34,DF,LACALDERA,"La Caldera SubestaciÛn elÈctrica Santa LucÌa, MÈx. SACMEX*",12.96
-99.07,19.38,DF,LU4DF,"Lumbrera Cuatro RÌos (El Moral), Cd. de MÈx.",35.59
-99.3,19.34,DF,LVNDF,"La Venta, Cd. de MÈx.",0
-99.13,19.4,DF,MCRDF,"Marcos Carrillo, Cd. de MÈx.",53.28
-99.12,19.36,DF,MEXICALTZI,"Mexicaltzingo UNAM, Cd. de MÈx.",48.04
-99.04,19.34,DF,MEYEHUALCO,"Meyehualco UNAM, Cd. de MÈx.",20.16
-99.02,19.2,DF,MILPAALTA,"Milpa Alta UNAM, Cd. de MÈx.",20.21
-99.03,19.19,DF,MLPDF,"Milpa Alta, Cd. de MÈx.",24.14
-99.23,19.19,DF,MZTDF,"Planta Abasolo (Mezontepec), Cd. de MÈx.",50.24
-99.24,19.47,DF,NAUCALPAN,"Naucalpan UNAM, MÈx.",79.34
-99.05,19.3,DF,NOPALERA,"Nopalera UNAM, Cd. de MÈx.",25.77
-99.1,19.32,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de MÈxico Sur, Cd. de MÈx.",12.43
-99.23,19.29,DF,PADIERNA,"Padierna UNAM, Cd. de MÈx.",62.63
-99.07,19.42,DF,PANTITLAN,"Pantitl·n UNAM, Cd. de MÈx.",34.29
-99.1,19.38,DF,PBADF,"Planta de bombeo Aculco, Cd. de MÈx.",38.6
-99.06,19.43,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de MÈx.",34.25
-99.12,19.49,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de MÈx.",21.09
-99.04,19.38,DF,PBODF,"Planta de bombeo U. H. EjÈrcito de Oriente, Cd. de MÈx.",0
-99.17,19.44,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de MÈx.",81.28
-99.2,19.42,DF,PCHAPULTEPEC,"Puerta Chapultepec SACMEX, Cd. de MÈx.",68.83
-99.2,19.41,DF,PCHDF,"Puerta Chapultepec, Cd. de MÈx.",68.83
-99.1,19.46,DF,PGNDF,"Planta Generadora 101, Cd. de MÈx.",47.27
-99.08,19.34,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de MÈx.",33.02
-99.07,19.42,DF,PLMDF,"Planta de bombeo LÛpez Mateos, Cd. de MÈx.",9.64
-99.13,19.37,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de MÈx.",59.17
-99.09,19.25,DF,PNTDF,"Planta Nativitas, Cd. de MÈx.",36.53
-99.13,19.31,DF,PREPA5,"Prepa 5 UNAM, Cd. de MÈx.",24.93
-99.15,19.51,DF,PRMDF,"Planta de Tratamiento RÌo Magdalena, Cd. de MÈx.",70.11
-99.15,19.51,DF,PRRDF,"Planta de Tratamiento RÌo Remedios, Cd. de MÈx.",0
-99.02,19.3,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de MÈx.",21.58
-99.05,19.23,DF,PSLDF,"Planta San Luis, Cd. de MÈx.",27.94
-99.16,19.47,DF,PSNDF,"Planta de bombeo Nueva Santa MarÌa, Cd. de MÈx.",76.2
-99.17,19.26,DF,PSPDF,"Pueblo San Pedro M·rtir, Cd. de MÈx.",48.26
-99.19,19.51,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de MÈx.",49.78
-99.13,19.29,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de MÈx.",40.39
-99.14,19.33,DF,PXTDF,"Planta Xotepingo, Cd. de MÈx.",26.41
-99.19,19.3,DF,RBTDF,"Rebombeo Bosque Tlalpan, Cd. de MÈx.",0
-99.17,19.4,DF,RCMDF,"Radio ComunicaciÛn, Cd. de MÈx.",2.54
-99,19.17,DF,SANDF,"Santa Ana, Cd. de MÈx.",15.74
-99.28,19.33,DF,SBADF,"San Bartolo Ameyalco, Cd. de MÈx.",0
-99.03,19.34,DF,SCMDF,"Remombeo La Quebradora (Santa Cruz Meyehualco), Cd. de MÈx.",26.98
-99.12,19.57,DF,SDEGUADALUPE,"Sierra de Guadalupe SACMEX, Cd. de MÈx.",11.18
-99.12,19.57,DF,SGDDF,"Sierra Guadalupe, Cd. de MÈx.",11.94
-99.01,19.28,DF,SPPDF,"San Pedro Tl·huac, Cd. de MÈx.",25.41
-99.19,19.46,DF,TACUBA,"Tacuba UNAM, Cd. de MÈx.",93.36
-99.14,19.34,DF,TAXQUENA,"TaxqueÒa UNAM, Cd. de MÈx.",31.16
-99.14,19.56,DF,TCMDF,"Tanque Chalmita, Cd. de MÈx.",3.04
-99.27,19.37,DF,TECDF,"Tanque el Cartero, Cd. de MÈx.",67.31
-99.25,19.33,DF,TELDF,"Tanque el Lienzo, Cd. de MÈx.",38.86
-99.1,19.39,DF,TEZDF,"Tezontle SMN, Cd. de MÈx.",32.5
-99.21,19.4,DF,TNGDF,"Tri·ngulo, Cd. de MÈx.",78.48
-99.14,19.2,DF,TPJDF,"Topilejo, Cd. de MÈx.",21.08
-99.08,19.44,DF,TPNDF,"Tanque PeÒÛn, Cd. de MÈx.",35.81
-99.21,19.36,DF,TRGDF,"Tarango, Cd. de MÈx.",51.3
-99.25,19.32,DF,TSFDF,"Tanque San Francisco, Cd. de MÈx.",50.8
-99.23,19.44,DF,TSJDF,"Tanque San Joaquin, Cd. de MÈx.",48.52
-99.26,19.36,DF,TSLDF,"Santa Fe (Santa LucÌa), Cd. de MÈx.",65.29
-98.97,19.21,DF,TTLDF,"Tetelco, Cd. de MÈx.",0
-99.19,19.5,DF,UAMAZC,"UAM Azcapotzalco UNAM, Cd. de MÈx.",51.64
-104.81,24.54,DGO,CBRDR,"Caboraca, Dgo.",5.03
-103.52,25.53,DGO,CLRDR,"Ciudad Lerdo, Dgo.",8.1
-104.67,24.03,DGO,DRGDR,"Durango, Dgo.",3.42
-103.96,24,DGO,FVLDR,"Francisco Villa, Dgo.",5.5
-103.77,25.27,DGO,FZRDR,"Francisco Zarco, Dgo.",18.02
-105.96,25.93,DGO,GNCDR,"GuanacevÌ, Dgo.",1.03
-104.92,24.8,DGO,GUADR,"GuatimapÈ, Dgo",4.9
-103.98,26.55,DGO,LAFLOR,"La Flor de Jimulco SMN, Dgo.",17
-104.79,23.71,DGO,LASBAYAS2,"Las Bayas 2 SGT, Dgo.",9.5
-105.02,25.59,DGO,LCRDR,"L·zaro C·rdenas, Dgo.",0.03
-103.28,25.07,DGO,LFLDR,"La Flor, Dgo.",8.5
-106.7,25.35,DGO,LHRDR,"La Huerta, Dgo.",26
-105.47,24.19,DGO,LVEDR,"Las Vegas SMN, Dgo.",17.52
-103.75,26.69,DGO,MAPIMI,"MapimÌ SMN, Dgo.",36.79
-104.25,23.39,DGO,MICHILIA,"La Michilia SMN, Dgo.",7.2
-103.85,25.82,DGO,MPMDR,"MapimÌ, Dgo.",20
-104.66,24.2,DGO,PAGDR,"PeÒa del ¡guila, Dgo.",1.41
-105.44,25.23,DGO,SACDR,"SalomÈ Acosta, Dgo.",2.5
-102.77,24.63,DGO,SANJUANGPE,"San Juan Guadalupe SMN, Dgo.",0
-104.68,23.87,DGO,SBYDR,"Santiago Bayacora, Dgo.",4.5
-105.56,26.44,DGO,SGBDR,"San Gabriel, Dgo.",0.01
-102.78,24.63,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",0
-105.42,25.04,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",0
-105.57,26.08,DGO,SRDDR,"Sardinas, Dgo.",10.52
-106.54,24.7,DGO,TDRDR,"El Tule del Real, Dgo.",18.2
-102.79,24.56,DGO,TGRDR,"El Tigre, Dgo.",0
-106.98,24.93,DGO,TMZDR,"Tamazula, Dgo.",26.41
-103.98,23.74,DGO,VGCDR,"Vicente Guerrero, Dgo.",5.02
-104.93,26.24,DGO,VHGDR,"Villa Hidalgo, Dgo.",13.51
