LON,LAT,EDO,CLAVE,ESTACION,feb-23
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",3.83
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",0
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",0
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",94.53
-98.275556,18.966111,PUE,ECHPB,"Echeverría, Pue.",0
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",0
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",0
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",31.42
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitlán, Pue.",0.01
-98.466389,18.610833,PUE,IZMPB,"Izúcar de Matamoros, Pue.",0
-97.691111,19.457222,PUE,LIBPB,"Libres, Pue.",0
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",0
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",27.2
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",0.76
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",14.4
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",0.01
-98.156667,20.2775,PUE,PAHUATLAN,"Pahuatlán de Valle, Pue. SGT*",24.8
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",2
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",0
-97.702778,20.445833,PUE,PTEPALOMAS,"Puente Palomas, Pue. SGT*",19.6
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",7.5
-98.166667,19.05,PUE,PUEBLAob,"Observatorio de Puebla, Pue. SMN*",0
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",0
-97.616667,19.25,PUE,QUIPB,"Quimixtlán, Pue.",11.7
-97.401667,20.116111,PUE,RNAPB,"Rancho Nuevo, Pue.",87.22
-98.22,19.113056,PUE,SCRPB,"San Cristóbal Caleras, Pue.",0
-97.208333,20.131389,PUE,SJAPB,"San José Acateno, Pue.",9.92
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",0
-98.4175,19.284167,PUE,SMTPB,"San Martín Texmelucan, Pue.",0
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",33.37
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",0
-97.486389,19.952778,PUE,STLPB,"Sontalalco CFE, Pue.",11.51
-97.7925,20.004444,PUE,TDRPB,"Tepango de Rodríguez, Pue.",88
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",0
-97.395556,18.479167,PUE,TEHPB,"Tehuacán, Pue.",0
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",0
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",9.92
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",12.5
-97.359722,19.815278,PUE,TEZPB,"Teziutlán, Pue.",30.04
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de Díaz, Pue.",14.01
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",0
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",30.37
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",32.72
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",17.5
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Juárez, Pue.",19.52
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",22.11
-97.011389,18.332222,PUE,ZOQPB,"Zoquitlán, Pue.",22.5
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",13.8
-100.412222,20.504167,QRO,BATQT,"El Batán, Qro.",0
-100.435556,20.604167,QRO,CARQT,"Carrillo, Qro.",0
-100.080278,20.418611,QRO,CNSQT,"Constitución de 1917, Qro.",0
-100.453333,20.535,QRO,EPUQT,"El Pueblito, Qro.",0
-100.366667,20.566667,QRO,GHQQT,"Gerencia Hidalgo, Qro.",0
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",0
-99.479722,21.230278,QRO,JLPQT,"Jalpan, Qro.",1.7
-100.45,20.7,QRO,JRQQT,"Juriquilla, Qro.",0
-100.366667,20.566667,QRO,OBSQT,"Observatorio de Querétaro, Qro.",0
-99.815,21.055833,QRO,PMLQT,"Peñamiller, Qro.",0
-100,20.3625,QRO,SJSQT,"San José, Qro.",0
-86.820278,21.156667,QROO,CANQR,"Cancún, Q. Roo.",113.91
-88.3275,18.500556,QROO,CHETUMALob,"Observatorio de Chetumal, Q. Roo. SMN*",5.6
-87.300556,18.755556,QROO,CHINCHORROmar,"Banco Chinchorro, Q. Roo. SEMAR*",15.73
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo.",7.93
-86.775833,21.074444,QROO,CNCQR,"Cancún Radar, Q. Roo. SMN*",12.18
-86.906944,20.476944,QROO,CO2QR,"Cozumel, Q. Roo. SMN*",14.8
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",3.8
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",9.8
-88.703611,19.752222,QROO,JMORELOS,"José María Morelos, Q. Roo. SMN*",29.59
-88.923889,18.455278,QROO,NICOLASBRAVO,"Nicolás Bravo, Q. Roo. SMN*",7.5
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",27.8
-106.654167,24.047222,SIN,ACTSI,"Acatitán, Sin.",0
-107.383333,25.090278,SIN,AL2SI,"El Varejonal hidrométrica, Sin.",2.5
-107.388333,25.101389,SIN,ALMSI,"Adolfo López Mateos, Sin.",2.5
-108.7,25.7,SIN,ARCSI,"Adolfo Ruiz Cortines, Sin.",0
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",1.3
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",1
-108.329167,26.736111,SIN,CHXSI,"Observatorio de Choix, Sin.",2.5
-107.4,24.816667,SIN,CLCSI,"Culiacán, Sin.",0.5
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",0.1
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",0.01
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",0
-108.480833,25.806667,SIN,ENASI,"Estación Naranjo, Sin.",8.4
-108.316667,26.083333,SIN,GB2SI,"El Sabinal hidrométrica, Sin.",4
-108.3275,26.103056,SIN,GBESI,"Ing. Guillermo Blake Aguilar, Sin.",4
-107.911944,25.855278,SIN,GD2SI,"Bacurato hidrométrica de Gustavo Díaz Ordaz, Sin.",6
-107.911111,25.856667,SIN,GDOSI,"Gustavo Díaz Ordaz, Sin.",6
-108.091667,25.469444,SIN,GMCSI,"Guamúchil, Sin.",0
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",15
-109.333333,25.983333,SIN,HDZSI,"Higuera de Zaragoza, Sin.",0
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",1
-106.807222,24.571667,SIN,JLPSI,"José López Portillo, Sin.",0.1
-108.013889,25.9,SIN,JNASI,"Jaina, Sin.",0.51
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de Domínguez, Sin.",0.1
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",0.01
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",11.5
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",3.31
-106.4,23.233333,SIN,MZTSI,"Observatorio de Mazatlán, Sin.",0.1
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiacán, Sin.",0
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",0
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",0
-105.85,22.983333,SIN,RSRSI,"Rosario, Sin.",0
-106.952778,24.484722,SIN,SCRSI,"Santa Cruz, Sin.",0.01
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",0
-107.8425,25.486667,SIN,SJNSI,"San Juan, Sin.",3.1
-107.1,24.45,SIN,SLRSI,"San Lorenzo, Sin.",0
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini Vizcaíno, Sin.",0.01
-107.151389,24.815,SIN,SNLSI,"Sanalona, Sin.",1.01
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",0.1
-109.070278,25.590833,SIN,TOPOLOBAMPOmar,"Topolobampo, Sin. SEMAR*",2.79
-105.846944,23.088333,SIN,TORSI,"Las Tortugas, Sin.",4.35
-107.059722,24.7475,SIN,VINSI,"Vinoramas, Sin.",1
-108.358611,25.739167,SIN,ZOPSI,"El Zopilote, Sin.",3.01
-98.558333,21.972222,SLP,AJTSL,"Las Adjuntas, S.L.P.",1.6
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",38.6
-99.016667,21.983333,SLP,CDVSL,"Ciudad Valles, S.L.P.",0
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",4.6
-100.820556,21.88,SLP,IVGSL,"Valentín Gama, S.L.P.",0
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",0.02
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",2.81
-98.8,21.333333,SLP,MTPSL,"Observatorio de Matlapa, S.L.P.",60.6
-99.32,22.523333,SLP,NRJSL,"Naranjos, S.L.P.",3.8
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",0
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya, S.L.P.",0.01
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",10.1
-98.888611,21.425,SLP,RQTSL,"Requetemu, S.L.P.",43.9
-99.995,21.931389,SLP,RVDSL,"Observatorio de Río Verde, S.L.P.",0.2
-101.683333,22.633333,SLP,SDHSL,"Salinas, S.L.P.",0
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",1.2
-100.983611,22.175833,SLP,SLPOTOSIob,"Observatorio de San Luis Potosí, S.L.P. SMN*",0
-101.019167,22.148056,SLP,SLPSL,"Observatorio de San Luis Potosí, S.L.P.",0
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",6.31
-98.617222,21.692778,SLP,SVTSL,"San Vicente, S.L.P.",8.5
-99.146111,21.822222,SLP,TANCHACHIN,"Tanchachín, S.L.P. SGT*",2.7
-98.857222,21.246667,SLP,TBLSL,"Tierra Blanca, S.L.P.",77.2
-100.548333,21.629444,SLP,TIESL,"La Muñeca, S.L.P.",0
-98.773333,22.003611,SLP,TMISL,"Observatorio de Tamuín, S.L.P.",3.7
-98.758889,21.241111,SLP,TMTSL,"Temamatla, S.L.P.",68.2
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",69.5
-109.887778,27.75,SON,AGCSO,"Agua Caliente, Son.",2
-108.95,27.033333,SON,ALMSO,"Álamos, Son.",11.5
-111.733333,30.716667,SON,ALTSO,"Observatorio de Altar, Son.",16.5
-109.8925,27.8225,SON,AOBSO,"Álvaro Obregón, Son.",0.82
-109.106667,27.226111,SON,ARCSO,"Adolfo Ruiz Cortines, Son.",0.01
-109.088611,30.07,SON,ARISO,"Aribabi, Son.",46.31
-110.92,29.076667,SON,ARLSO,"Abelardo Rodríguez Luján, Son.",32.4
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",52.02
-110.238611,30.598889,SON,BCNSO,"Bacanuchi, Son.",51.52
-108.931667,30.355278,SON,BCRSO,"Bacerac, Son.",34.52
-108.860833,27.421667,SON,BICSO,"Bicentenario, Son. SGT*",7.22
-112.435278,30.771944,SON,CABORCA,"Caborca, Son. SMN*",5.8
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",1.02
-111.516389,30.873333,SON,CHTSO,"Cuauhtémoc, Son.",17
-110.736389,29.472222,SON,CJNSO,"El Cajón, Son.",65.52
-110.290833,30.98,SON,CNNSO,"Cananea, Son.",45.82
-109.938056,27.5,SON,COBSO,"Observatorio de Ciudad Obregón, Son.",1.5
-108.7625,26.603611,SON,CZNSO,"Cazanate, Son.",2.51
-109.233333,29.2,SON,ECBSO,"El Cubil, Son.",14.41
-110.8,27.95,SON,EMPALMEob,"Observatorio de Empalme, Son. SMN*",3
-110.8,27.95,SON,EPLSO,"Observatorio de Empalme, Son.",2.8
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",3.11
-110.916667,29.066667,SON,HM2SO,"Observatorio de Hermosillo, Son.",32.4
-110.925833,29.073056,SON,HMNSO,"Hermosillo, Son.",35.81
-108.957222,30.210556,SON,HSHSO,"Huachinera, Son.",72.03
-110.886944,30.761667,SON,IMRSO,"Imuris, Son.",49.4
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",3.04
-109.378889,30.437778,SON,LCDSO,"Lázaro Cárdenas, Son.",25.8
-109.6875,30.374444,SON,NCZSO,"Observatorio de Nacozari, Son.",35.92
-110.947222,31.318889,SON,NGLSO,"Nogales, Son.",30.2
-110.913889,31.297778,SON,NOGALES,"Nogales, Son. SMN*",31.6
-109.443333,27.071944,SON,NVJSO,"Navojoa, Son.",0.22
-112.85,31.866667,SON,NYNSO,"Sonoyta, Son.",42.4
-109.930556,27.372222,SON,OBOSO,"Observatorio Cd. Obregón, Son. SMN*",0.9
-109.083333,29.433333,SON,PDNSO,"Paso Nácori, Son.",27.7
-109.642222,28.976667,SON,PECSO,"Plutarco Elías Calles, Son.",8
-113.304722,31.68,SON,PINACATE,"El Pinacate, Son. SMN*",10.2
-110.725556,29.2125,SON,PMOSO,"Ing. Rodolfo Félix Valdés, Son.",38.12
-113.550833,31.352778,SON,PT2SO,"Observatorio de Puerto Peñasco, Son.",5.81
-110.308333,28.472222,SON,PTASO,"Punta de Agua 2, Son.",2.06
-112.116667,30.697778,SON,PTQSO,"Pitiquito, Son.",9.82
-111.021389,30.050556,SON,QRBSO,"Querobabi, Son.",8.54
-108.876667,27.411944,SON,SBNSO,"San Bernardo, Son.",7.22
-110.239167,28.713333,SON,SJPSO,"San José de Pimas, Son.",5.03
-111.445278,30.394722,SON,SRSSO,"Santa Rosa 2, Son.",18.82
-109.5,29.534722,SON,TPCSO,"Tepache, Son.",16.61
-109.2125,27.658333,SON,TSOSO,"Tesocoma, Son.",1
-110.289722,27.643611,SON,VCMSO,"Vícam, Son.",2.53
-108.927778,28.371389,SON,YCRSO,"Yécora, Son.",17.24
-91.535,17.756667,TAB,BALANCANHM,"Balancán, Tab. SGT*",64.3
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",68.5
-93.362778,17.865,TAB,CAMOAPA,"Camoapa, Tab. SGT*",262.4
-93.376389,18.001111,TAB,CARTB,"Cárdenas, Tab.",88.8
-92.916667,17.98,TAB,EMUTB,"Villahermosa Muelle, Tab.",199.6
-92.814722,18.043611,TAB,EPOTB,"El Porvenir, Tab.",208.2
-93,17.975,TAB,GONTB,"González, Tab.",216.1
-93.066667,17.966667,TAB,GONZALEZ,"González, Tab. SGT*",151.8
-92.92,17.75,TAB,LOSAGAVES,"Los Agaves, Tab. SGT*",167.3
-92.6,17.766667,TAB,MACTB,"Macuspana, Tab.",427.6
-92.6,17.766667,TAB,MACUSPANAHM,"Macuspana, Tab. SGT*",374.1
-93.316111,17.954444,TAB,MEZCALAPA,"Mezcalapa, Tab. SGT*",137.8
-92.929444,17.98,TAB,OBSTB,"Observatorio de Villahermosa, Tab.",199.6
-92.75,17.380556,TAB,OXOTB,"Oxolotán, Tab.",256.6
-93.33,18.42,TAB,PARAISO,"Paraíso, Tab. SMN*",57.8
-93.390278,17.769167,TAB,PAREDON,"Paredón HC, Tab. SGT*",113.8
-92.879167,17.854167,TAB,PNVTB,"Pueblo Nuevo, Tab.",256.1
-93.622778,18.175,TAB,POBLADOC11,"Poblado C11, Tab. SGT*",179.3
-92.877222,18.010833,TAB,PORVENIR,"Porvenir, Tab. SGT*",192.7
-92.976944,17.980278,TAB,POSTA,"La Posta, Tab. SGT*",154.6
-92.9375,17.566667,TAB,PUYTB,"Puyacatengo, Tab.",566.9
-93.283333,18,TAB,SAMARIA,"Samaria, Tab. SGT*",145.9
-93.275556,17.996944,TAB,SAMTB,"Samaria, Tab.",176.2
-91.158333,17.791667,TAB,SPTTB,"San Pedro, Tab.",47.8
-92.778611,17.456944,TAB,TAPTB,"Tapijulapa, Tab.",661
-92.966667,17.566667,TAB,TEATB,"Teapa, Tab.",510.8
-93.02,18.25,TAB,TECOLUTA,"Tecoluta, Tab. SGT*",125.3
-92.333889,17.840556,TAB,TEPETITAN,"Tepetitán, Tab. SGT*",169.9
-92.96,17.96,TAB,VIEJOMEZCALAPA,"Viejo Mezcalapa, Tab. SGT*",180.7
-98.370556,24.046667,TAMPS,ABASOLO,"Abasolo, Tamps. SGT*",1.5
-98.39,24.065556,TAMPS,ABSTP,"Abasolo, Tamps.",1.8
-99.148889,22.986944,TAMPS,AHLTP,"Ahualulco, Tamps.",1.9
-97.926944,22.386111,TAMPS,BALTP,"Bombas Altamira, Tamps.",1.82
-99.123056,24.080556,TAMPS,BR1TP,"El Barretal Uno, Tamps.",0.01
-98.5975,26.238056,TAMPS,CDOTP,"S-J-2-18 Ciudad Díaz Ordaz, Tamps.",2.5
-99.148611,26.430556,TAMPS,CMRTP,"Mier, Tamps.",2.5
-98.814167,25.030833,TAMPS,CNDTP,"Cándido Aguilar, Tamps.",0.1
-97.817778,25.966389,TAMPS,CONTP,"Control, Tamps.",1.52
-98.936389,23.937778,TAMPS,CORONA,"Corona, Tamps. SGT*",0.8
-98.935833,23.939167,TAMPS,CORTP,"Corona, Tamps.",0.8
-99.166667,23.716667,TAMPS,CVCTP,"Observatorio de Ciudad Victoria, Tamps.",0
-99.1875,23.730278,TAMPS,CVTTP,"Ciudad Victoria, Tamps.",0.2
-99.078611,23.384444,TAMPS,ENNTP,"La Encantada, Tamps.",4
-98.691667,22.605,TAMPS,ERCTP,"Estudiante Ramiro Caballero Dorantes, Tamps.",0
-99.154722,23.046667,TAMPS,GOMEZFARIAS,"Gómez Farías, Tamps. SGT*",6.8
-98.405278,22.798611,TAMPS,GONZALEZTP,"González, Tamps. SGT*",4.4
-97.953333,23.166389,TAMPS,LAETP,"La Esperanza, Tamps.",0.7
-99.233611,26.408889,TAMPS,LBLTP,"Derivadora Las Blancas, Tamps.",4.6
-99.120556,22.852778,TAMPS,LSRTP,"La Servilleta, Tamps.",2.91
-99.551111,24.566667,TAMPS,MAGTP,"Magueyes, Tamps.",2.4
-99.546944,24.570278,TAMPS,MAGUEYES,"Magueyes, Tamps. SGT*",1.9
-97.522778,25.833333,TAMPS,MATTP,"Matamoros, Tamps.",4.11
-97.844167,22.283889,TAMPS,MDRTP,"Madero, Tamps.",5.8
-98.595,25.102222,TAMPS,MENDEZ,"Méndez, Tamps. SGT*",1.9
-98.586389,25.1175,TAMPS,MENTP,"Mendez, Tamps.",2.8
-99.040833,26.374167,TAMPS,MGATP,"S-J-1-2 Miguel Alemán, Tamps.",5
-98.916111,26.242222,TAMPS,MGOTP,"Marte Rodolfo Gómez, Tamps.",4.6
-98.705556,22.795833,TAMPS,MGSTP,"Magiscatzín Dos, Tamps.",0.4
-99.434444,24.2525,TAMPS,MHGTP,"Miguel Hidalgo, Tamps.",2.7
-98.925556,26.204722,TAMPS,MRGTP,"Marte Rodolfo Gómez, Tamps.",4.6
-99.53,27.44,TAMPS,NUEVOLAREDO,"Nuevo Laredo, Tamps. SGT*",0.75
-98.633889,22.494444,TAMPS,NVAAPOLONIA,"Nueva Apolonia, Tamps. SGT*",2.1
-99.490278,27.495556,TAMPS,NVLTP,"Nuevo Laredo, Tamps.",0.5
-98.901944,24.041389,TAMPS,PADILLA,"Padilla, Tamps. SGT*",1.2
-98.9,24.05,TAMPS,PADTP,"Padilla, Tamps.",1.2
-97.8,25.8,TAMPS,PANTP,"Pueblo Anáhuac, Tamps.",5.12
-98.745833,23.726667,TAMPS,PDMTP,"Paso de Molina, Tamps.",3.1
-98.867778,24.115,TAMPS,PILON,"Pilón, Tamps. SGT*",1.5
-99.019167,24.208056,TAMPS,PILTP,"Pilón, Tamps.",1.53
-99.555833,24.2475,TAMPS,PJMTP,"Pedro José Méndez, Tamps.",1.81
-99.5975,24.184167,TAMPS,PTODEVALLES,"Puerto de Valles, Tamps. SGT*",3.3
-98.666667,23.961389,TAMPS,PVGUERRERO,"Presa Vicente Guerrero, Tamps. SGT*",6.6
-99.583333,24.183333,TAMPS,PVLTP,"Puerto de Valles, Tamps.",2.11
-99.026111,22.843056,TAMPS,RFRTP,"Río Frío, Tamps.",3.5
-98,25.966667,TAMPS,RIBTP,"Río Bravo, Tamps.",0.01
-97.991944,23.259444,TAMPS,RSPTP,"República Española, Tamps.",20.5
-98.285833,26.079722,TAMPS,RYATP,"S-J-3-42 Reynosa, Tamps.",2.5
-98.883333,26.166667,TAMPS,RYNTP,"S-J-2-9 Reynosa, Tamps.",2.5
-99.093056,23.031389,TAMPS,SBNTP,"Sabinas, Tamps.",1.2
-98.869444,22.784444,TAMPS,SDATP,"Saca de Agua, Tamps.",4.01
-98.787222,23.083611,TAMPS,SGBTP,"San Gabriel, Tamps.",1.8
-98.208889,23.762222,TAMPS,SLMTP,"Observatorio de Soto la Marina, Tamps.",0.7
-98.791389,22.943889,TAMPS,SLZTP,"Lic. Emilio Portes Gil, Tamps.",2
-98.574722,25.135556,TAMPS,SNLORENZO,"San Lorenzo, Tamps. SGT*",0.7
-99.274167,24.0225,TAMPS,STETP,"Santa Engracia, Tamps.",0.6
-97.876111,22.238333,TAMPS,TMPTP,"Tampico, Tamps.",0.5
-98.422778,22.423889,TAMPS,TMSTP,"Tamesí, Tamps.",0.02
-97.804167,25.906111,TAMPS,VCATP,"Villa Cárdenas, Tamps.",2.52
-98.666389,23.959444,TAMPS,VGRTP,"Vicente Guerrero, Tamps.",3.9
-97.8,25.7,TAMPS,VHMTP,"Valle Hermoso, Tamps.",3.01
-99.551111,24.566667,TAMPS,VSMTP,"Victoria San Marcos, Tamps.",0
-98.131111,19.428611,TLAX,APITL,"Apizaco, Tlax.",0
-98.563889,19.586111,TLAX,CPPTL,"Calpulalpan, Tlax.",0
-97.769722,19.298889,TLAX,CUATL,"Cuapiaxtla, Tlax.",0
-97.6475,19.318056,TLAX,ECTTL,"El Carmen Tequexquitla, Tlax.",0
-98.246944,19.324722,TLAX,OBSTL,"Observatorio de Tlaxcala, Tlax.",0
-98.200556,19.556111,TLAX,SJATL,"San José Atlanga, Tlax.",0
-98.243056,19.219444,TLAX,ZACTL,"Zacatelco, Tlax.",0
-97.908056,19.200278,TLAX,ZITTL,"Zitlaltepec, Tlax.",0
-96.843889,19.695833,VER,ACAVC,"Acatlán, Ver.",18.01
-96.583333,19.495278,VER,ACTOPANVER,"Actopan, Ver. SGT*",0.4
-96.5875,19.495,VER,ACTVC,"Actopan, Ver.",2.42
-94.144444,18.141667,VER,AGDVC,"Agua Dulce, Ver.",88
-97.234722,19.7625,VER,ALTVC,"Altotonga, Ver.",135.92
-96.736111,19.621667,VER,ALUVC,"Alto Lucero, Ver.",0
-97.608333,20.332778,VER,ANDVC,"San Andrecito, Ver. PC",8.5
-95.4375,18.583333,VER,ARCVC,"Ángel Rosario Cabada, Ver.",44.54
-97.236944,19.885833,VER,ARRVC,"Arroyo Colorado, Ver. PC",32.01
-96.944444,19.588889,VER,BANVC,"Banderilla, Ver.",53
-96.933333,19.483333,VER,BRIVC,"Briones, Ver.",26.72
-94.253889,17.954444,VER,CB2VC,"Planta de Bombeo 2 de La Cangrejera, Ver.",188
-95.8,18.3,VER,CCLVC,"Chacaltianguis, Ver.",6.2
-96.994444,19.332778,VER,CDCVC,"Cosautlán de Carvajal, Ver.",16.64
-96.697778,19.433056,VER,CEGVC,"Cerro Gordo, Ver.",2.7
-96.853611,18.563333,VER,CHMVC,"Chicomapa, Ver.",7.52
-98.155833,21.7375,VER,CHYVC,"Paso de Piedras, Ver.",10.61
-97.470556,20.253056,VER,CIRVC,"El Ciruelo, Ver. PC",15.4
-97.545,21.068333,VER,CLHVC,"Chalahuite, Ver.",0.02
-96.939444,19.453889,VER,COAVC,"Coatepec, Ver.",32.8
-94.4,18.1,VER,COTVC,"Observatorio de Coatzacoalcos, Ver.",46.51
-96.374444,19.364722,VER,CRDVC,"Cardel, Ver.",6.12
-95.295833,18.144444,VER,CTTVC,"Cuatotolapan, Ver.",24.7
-96.666389,19.361667,VER,CUMVC,"La Cumbre, Ver.",0
-95.970833,19.040833,VER,ELSALADOmar,"El Salado, Ver. SEMAR*",3.8
-96.36,19.405833,VER,ENRVC,"El Naranjillo, Ver.",8
-97.399167,20.2575,VER,ESPVC,"El Espinal, Ver.",8.43
-96.158333,19.068889,VER,ETEVC,"El Tejar, Ver.",11.61
-96.9975,18.897778,VER,FORVC,"Fortín, Ver.",25.1
-95.556944,18.270556,VER,GARVC,"Garro, Ver.",9.5
-98.459167,21.773611,VER,HGOVC,"El Higo, Ver.",4.6
-98.2875,21.194444,VER,HLSVC,"Los Hules, Ver.",9
-96.950833,19.181667,VER,HTSVC,"Huatusco, Ver.",31.8
-96.554167,19.404167,VER,IDOVC,"Ídolos, Ver.",1.2
-97.2175,21.471667,VER,ISLALOBOSmar,"Isla Lobos, Ver. SEMAR*",9.6
-94.666667,17.95,VER,JALVC,"Jaltipán, Ver.",22.2
-95.033333,17.433333,VER,JCRVC,"Jesús Carranza, Ver.",0
-94.088889,17.873611,VER,JDCVC,"San José del Carmen, Ver.",130.5
-97.021111,19.603611,VER,JOYVC,"La Joya, Ver.",33.21
-95.35,18.25,VER,LAUVC,"Lauchapan, Ver.",9.12
-94.330833,18.109444,VER,LCAVC,"La Cangrejera, Ver.",194.01
-95.118333,18.415833,VER,LDCVC,"Canseco, Ver.",1.5
-97.231944,18.922778,VER,LGRVC,"Loma Grande, Ver.",0
-96.978333,20.051944,VER,LIBVC,"Libertad, Ver.",24.62
-96.411111,19.261389,VER,LOFVC,"Loma Fina, Ver.",4
-94.916667,17.416667,VER,LPEVC,"Las Perlas, Ver.",6
-97.1,19.65,VER,LVRVC,"Las Vigas de Ramírez, Ver.",17.9
-97.048333,20.0675,VER,MDTVC,"Martínez de la Torre, Ver.",48.5
-96.333333,19.15,VER,MFAVC,"Manlio Fabio Altamirano, Ver.",3.04
-98.045,20.8325,VER,MILVC,"Milcahual, Ver.",19
-94.771111,18.135278,VER,MNZVC,"Minzapan, Ver.",21.35
-97.097778,20.421944,VER,MRRVC,"El Morro, Ver. PC",34.2
-96.833333,19.933333,VER,MZNVC,"Misantla, Ver.",68.93
-96.873611,19.650556,VER,NACVC,"Naolinco AC, Ver.",4.5
-96.872222,19.65,VER,NAOVC,"Naolinco, Ver.",14.1
-98.5125,21.840278,VER,OLVVC,"El Olivo, Ver.",2.2
-97.1,18.85,VER,ORZVC,"Observatorio de Orizaba, Ver.",15.32
-96.97,19.55,VER,OTIVC,"Otilpan, Ver.",27.6
-96.399444,18.837778,VER,PARVC,"Paso Real Protección Civil, Ver.",0.23
-96.918056,19.48,VER,PAVVC,"Pacho Viejo, Ver.",13.85
-94.3775,18.103611,VER,PB3VC,"Planta de Bombeo 3 de La Cangrejera, Ver.",113.5
-94.193611,17.872778,VER,PCNVC,"Planta de Bombeo 1 de La Cangrejera, Ver.",181.05
-97.814444,21.184444,VER,PEMVC,"El Moralillo, Ver.",10
-96.210833,18.931389,VER,PEPVC,"La Pepehua Protección Civil, Ver.",0
-96.979722,19.588611,VER,PILVC,"Piletas, Ver.",38.53
