LON,LAT,EDO,CLAVE,ESTACION,oct-23
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",29.8
-96.55,17.266667,OAX,SCIOX,"Ixtepeji, Oax.",26.5
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",692.1
-95.483333,17.45,OAX,MAROX,"María Lombardo, Oax.",266.12
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",340.1
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",64.21
-96.7,17.001389,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",43.31
-97.776111,17.806667,OAX,HLOOX,"Observatorio de Huajuapan de León, Oax.",35.32
-96.483333,15.666667,OAX,PTAOX,"Observatorio de Puerto Ángel, Oax.",55.2
-95.2,16.183333,OAX,SCROX,"Observatorio de Salina Cruz, Oax.",1.51
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca Pacífico Sur PIAE, Oax.",33.91
-94.4,16.5,OAX,OSTOX,"Ostuta, Oax.",100.7
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",130.55
-96.412222,18.232222,OAX,TEMOX,"Presidente Alemán, Oax.",144.2
-95.481389,16.585278,OAX,RHOOX,"Río Hondo, Oax.",51.1
-95.916667,17.733333,OAX,RMLOX,"Río Manso Lalana, Oax.",237.7
-97.725,16.102778,OAX,RVEOX,"Río Verde, Oax.",119.9
-97.720556,17.533611,OAX,AMTOX,"San Antonino Monte Verde, Oax.",71.1
-96.721944,15.812222,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",66.92
-97.819167,17.746389,OAX,FOYOX,"San Francisco Yosocuta, Oax.",49
-97.424444,17.550556,OAX,TEPOX,"San Juan Teposcolula, Oax.",55.67
-97.653333,18.250833,OAX,SSFOX,"San Sebastián Frontera, Oax.",56
-97.023056,17.459167,OAX,CMTOX,"Santiago Camotlán, Oax.",27.51
-97.680278,18.188611,OAX,SNCOX,"Santiago Chazumba, Oax.",51.31
-97.895,17.905833,OAX,SCHOX,"Santiago Chilixtlahuaca, Oax.",48.51
-97.536667,17.726111,OAX,STTOX,"Santiago Teotongo, Oax.",39.71
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",235.33
-98.1425,17.501389,OAX,SLAOX,"Silacayoápam, Oax.",84.871
-95.6,16.416667,OAX,TEQOX,"Tequisistlán, Oax.",25.94
-96.544722,15.739167,OAX,TNMOX,"Tonameca, Oax.",104.84
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",169.5
-96.435278,17.933056,OAX,UCFOX,"Usila CFE, Oax.",530.91
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",443.2
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",46.04
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",210.73
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",226.55
-98.389444,17.755278,OAX,ZALOX,"Zapotitlán Lagunas, Oax.",90.5
-97.818056,17.889722,OAX,ZAPOX,"Zapotitlán Palmas, Oax.",50.91
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",108.16
-98.285,19.016667,PUE,ACAPB,"Acatepec, Pue.",35.9
-98.055,18.277222,PUE,ADOPB,"Acatlán de Osorio, Pue.",84.5
-98.135833,18.9425,PUE,AFRPB,"Áfricam, Pue.",66.9
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",50
-97.418056,19.45,PUE,ACHPB,"Alchichilca, Pue.",12.24
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",356.47
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",191.2
-97.881111,20.385833,PUE,AVCPB,"Ávila Camacho, Pue.",322.71
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires CFE, Pue.",397.46
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",52.51
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",102.96
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",83.4
-97.360833,18.316389,PUE,CHCPB,"Chilac, Pue.",13.2
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",57.8
-97.441667,18.987222,PUE,CDSPB,"Ciudad Serdán, Pue.",25
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",120.5
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",56
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",746.35
-98.275556,18.966111,PUE,ECHPB,"Echeverría, Pue.",80.5
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",165.7
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",258.1
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",152.42
-98.72,18.039722,PUE,IXCAMILPACFE,"Ixcamilpa, Pue. CFE*",78.8
-98.466389,18.610833,PUE,IZMPB,"Izúcar de Matamoros, Pue.",52.01
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",477.13
-97.691111,19.457222,PUE,LIBPB,"Libres, Pue.",21.61
-98.108611,18.9125,PUE,BDDPB,"Manuel Ávila Camacho, Pue.",35.53
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",41.03
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",98.1
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",261.92
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",171.8
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",83.4
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",82.97
-98.156667,20.2775,PUE,PAHUATLAN,"Pahuatlán de Valle, Pue. SGT*",189.6
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",126.5
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",290.6
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",51.51
-97.702778,20.445833,PUE,PTEPALOMAS,"Puente Palomas, Pue. SGT*",259.2
-97.616667,19.25,PUE,QUIPB,"Quimixtlán, Pue.",168.8
-98.22,19.113056,PUE,SCRPB,"San Cristóbal Caleras, Pue.",95.53
-97.208333,20.131389,PUE,SJAPB,"San José Acateno, Pue.",148.41
-98.4175,19.284167,PUE,SMTPB,"San Martín Texmelucan, Pue.",83.3
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",99.63
-97.486389,19.952778,PUE,STLPB,"Sontalalco CFE, Pue.",348.57
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",37.2
-97.395556,18.479167,PUE,TEHPB,"Tehuacán, Pue.",33.6
-97.430556,18.468889,PUE,TETPB,"Teotipilco, Pue.",27.6
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",77.11
-97.7925,20.004444,PUE,TDRPB,"Tepango de Rodríguez, Pue.",161
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",277.5
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",317.04
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",32.3
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",159.72
-97.359722,19.815278,PUE,TEZPB,"Teziutlán, Pue.",300.03
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de Díaz, Pue.",266.97
-97.876111,20.315278,PUE,TLAXCALALTON,"Tlaxcalaltongo, Pue. SGT*",209.6
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",211.81
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",313.5
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Juárez, Pue.",529.01
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",314.5
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",135
-97.011389,18.332222,PUE,ZOQPB,"Zoquitlán, Pue.",267
-100.435556,20.604167,QRO,CARQT,"Carrillo, Qro.",38.5
-100.080278,20.418611,QRO,CNSQT,"Constitución de 1917, Qro.",55.91
-100.412222,20.504167,QRO,BATQT,"El Batán, Qro.",82.01
-100.453333,20.535,QRO,EPUQT,"El Pueblito, Qro.",46.51
-100.366667,20.566667,QRO,GHQQT,"Gerencia Hidalgo, Qro.",92.2
-100.283056,20.389444,QRO,HUIQT,"Huimilpan, Qro. SMN*",15.25
-99.479722,21.230278,QRO,JLPQT,"Jalpan, Qro.",139.1
-100.45,20.7,QRO,JRQQT,"Juriquilla, Qro.",51.7
-100.366667,20.566667,QRO,OBSQT,"Observatorio de Querétaro, Qro.",131.62
-99.815,21.055833,QRO,PMLQT,"Peñamiller, Qro.",28.532
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",62.2
-100,20.3625,QRO,SJSQT,"San José, Qro.",83.6
-99.169167,21.499167,QRO,SGORDAI,"Sierra Gorda 1, Qro. SMN*",31.4
-87.300556,18.755556,QROO,CHINCHORROmar,"Banco Chinchorro, Q. Roo. SEMAR*",101.852
-86.775833,21.074444,QROO,CNCQR,"Cancún Radar, Q. Roo. SMN*",47.42
-86.820278,21.156667,QROO,CANQR,"Cancún, Q. Roo.",112.01
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",216
-88.703611,19.752222,QROO,JMORELOS,"José María Morelos, Q. Roo. SMN*",57.6
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo.",184.51
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",158.5
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",262.9
-87.465556,20.1275,QROO,SIAQR,"Sian Ka'an 2, Q. Roo. SMN*",0.75
-106.654167,24.047222,SIN,ACTSI,"Acatitán, Sin.",97.1
-107.388333,25.101389,SIN,ALMSI,"Adolfo López Mateos, Sin.",292.02
-108.7,25.7,SIN,ARCSI,"Adolfo Ruíz Cortínes, Sin.",171.02
-109.183333,25.916667,SIN,AHMSI,"Ahome, Sin.",11
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",247.04
-107.911944,25.855278,SIN,GD2SI,"Bacurato hidrométrica de Gustavo Diaz Ordáz, Sin.",166.01
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",275.51
-107.4,24.816667,SIN,CLCSI,"Culiacán, Sin.",373.51
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",89.01
-107.35,24.316667,SIN,DRDSI,"El Dorado, Sin.",15.02
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",54.11
-108.316667,26.083333,SIN,GB2SI,"El Sabinal hidrométrica, Sin.",310.02
-108.712222,26.437222,SIN,JODSI,"El Sabino, Sin.",47.01
-107.383333,25.090278,SIN,AL2SI,"El Varejonal hidrométrica, Sin.",292.02
-108.358611,25.739167,SIN,ZOPSI,"El Zopilote, Sin.",216.05
-108.480833,25.806667,SIN,ENASI,"Estación Naranjo, Sin.",171.44
-107.755833,25.124722,SIN,RAVSI,"Estación Rancho Viejo, Sin.",320.22
-108.091667,25.469444,SIN,GMCSI,"Guamúchil, Sin.",168.71
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",263.13
-107.225,25.344444,SIN,GTNSI,"Guatenipa, Sin.",267.54
-107.911111,25.856667,SIN,GDOSI,"Gustavo Díaz Ordaz, Sin.",166.01
-108.35,26.904167,SIN,LD2SI,"Huites hidrométrica, Sin.",64.3
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini Vizcaíno, Sin.",171.5
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",156.01
-106.807222,24.571667,SIN,JLPSI,"José López Portillo, Sin.",117.03
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de Domínguez, Sin.",47.01
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",140
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",384.01
-105.846944,23.088333,SIN,TORSI,"Las Tortugas, Sin.",199
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",168.71
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",228.42
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",64.3
-108.583333,26.5,SIN,MHGSI,"Miguel Hidalgo, Sin.",45.81
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",45.81
-107.188056,24.251111,SIN,OBISPO,"Obispo, Sin. SMN*",62.4
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiacán, Sin.",599.12
-106.4,23.233333,SIN,MZTSI,"Observatorio de Mazatlán, Sin.",269.72
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",295.92
-105.85,22.983333,SIN,RSRSI,"Rosario, Sin.",128
-107.8425,25.486667,SIN,SJNSI,"San Juan, Sin.",165.33
-107.843333,25.485556,SIN,SANJUAN,"San Juan, Sin. SMN*",160
-107.158333,24.813889,SIN,SN2SI,"Sanalona hidrométrica, Sin.",200.02
-107.151389,24.815,SIN,SNLSI,"Sanalona, Sin.",200.02
-106.952778,24.484722,SIN,SCRSI,"Santa Cruz, Sin.",91.04
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",236.15
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",165.51
-109.070278,25.590833,SIN,TOPOLOBAMPOmar,"Topolobampo, Sin. SEMAR*",210.99
-107.059722,24.7475,SIN,VINSI,"Vinoramas, Sin.",140
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",132.7
-100.021667,21.936111,SLP,CDFERNANDEZ,"Ciudad Fernández, S.L.P. SMN*",16.6
-99.016667,21.983333,SLP,CDVSL,"Ciudad Valles, S.L.P.",70
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",150.01
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",157.2
-98.558333,21.972222,SLP,AJTSL,"Las Adjuntas, S.L.P.",120.74
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",49.45
-100.665833,23.6475,SLP,MA2SL,"Matehuala, S.L.P. SMN*",52.4
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",161.4
-99.32,22.523333,SLP,NRJSL,"Naranjos, S.L.P.",156.41
-98.8,21.333333,SLP,MTPSL,"Observatorio de Matlapa, S.L.P.",165.6
-99.995,21.931389,SLP,RVDSL,"Observatorio de Río Verde, S.L.P.",25.92
-101.019167,22.148056,SLP,SLPSL,"Observatorio de San Luis Potosí, S.L.P.",28.7
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",17.06
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya, S.L.P.",68.52
-98.888611,21.425,SLP,RQTSL,"Requetemu, S.L.P.",56.3
-98.617222,21.692778,SLP,SVTSL,"San Vicente, S.L.P.",147.02
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",87.3
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",29.31
-99.146111,21.822222,SLP,TANCHACHIN,"Tanchachín, S.L.P. SGT*",187.3
-98.758889,21.241111,SLP,TMTSL,"Temamatla, S.L.P.",349.8
-98.857222,21.246667,SLP,TBLSL,"Tierra Blanca, S.L.P.",178
-100.820556,21.88,SLP,IVGSL,"Valentín Gama, S.L.P.",18.36
-101.9125,22.831944,SLP,VRASL,"Villa de Ramos, S.L.P.",29
-110.92,29.076667,SON,ARLSO,"Abelardo Rodríguez Luján, Son.",0
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",75
-109.106667,27.226111,SON,ARCSO,"Adolfo Ruíz Cortínes, Son.",21.7
-108.937778,27.021667,SON,ALMSO,"Álamos, Son.",111.7
-109.8925,27.8225,SON,AOBSO,"Álvaro Obregón, Son.",17.52
-109.088611,30.07,SON,ARISO,"Aribabi, Son.",52.52
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",29
-110.238611,30.598889,SON,BCNSO,"Bacanuchi, Son.",10.01
-108.931667,30.355278,SON,BCRSO,"Bacerac, Son.",17.01
-111.83,28.75,SON,BAHIAKINO,"Bahía de Kino, Son. SMN*",0.5
-112.435278,30.771944,SON,CABORCA,"Caborca, Son. SMN*",0
-110.290833,30.98,SON,CNNSO,"Cananea, Son.",8.8
-108.7625,26.603611,SON,CZNSO,"Cazanate, Son.",25.45
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",12.51
-111.516389,30.873333,SON,CHTSO,"Cuauhtémoc, Son.",63
-110.736389,29.472222,SON,CJNSO,"El Cajón, Son.",9.5
-109.233333,29.2,SON,ECBSO,"El Cubil, Son.",12.51
-110.783333,29.183333,SON,MLNSO,"El Molinito, Son.",0
-113.304722,31.68,SON,PINACATE,"El Pinacate, Son. SMN*",0.2
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",1
-110.925833,29.073056,SON,HMNSO,"Hermosillo, Son.",0
-108.957222,30.210556,SON,HSHSO,"Huachinera, Son.",30.02
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",0
-110.886944,30.761667,SON,IMRSO,"Imuris, Son.",1.41
-110.725556,29.2125,SON,PMOSO,"Ing. Rodolfo Félix Valdés, Son.",0
-109.378889,30.437778,SON,LCDSO,"Lázaro Cárdenas, Son.",63.2
-109.443333,27.071944,SON,NVJSO,"Navojoa, Son.",15.01
-110.947222,31.318889,SON,NGLSO,"Nogales, Son.",11.6
-110.913889,31.297778,SON,NOGALES,"Nogales, Son. SMN*",11.6
-111.733333,30.716667,SON,ALTSO,"Observatorio de Altar, Son.",2.5
-109.938056,27.5,SON,COBSO,"Observatorio de Ciudad Obregón, Son.",0.51
-110.8,27.95,SON,EPLSO,"Observatorio de Empalme, Son.",0.2
-110.916667,29.066667,SON,HM2SO,"Observatorio de Hermosillo, Son.",0
-109.6875,30.374444,SON,NCZSO,"Observatorio de Nacozari, Son.",32.5
-113.550833,31.352778,SON,PT2SO,"Observatorio de Puerto Peñasco, Son.",3.6
-109.083333,29.433333,SON,PDNSO,"Paso Nácori, Son.",3.8
-112.116667,30.697778,SON,PTQSO,"Pitiquito, Son.",0.01
-109.642222,28.976667,SON,PECSO,"Plutarco Elías Calles, Son.",0
-110.308333,28.472222,SON,PTASO,"Punta de Agua 2, Son.",2
-111.021389,30.050556,SON,QRBSO,"Querobabi, Son.",2.01
-108.876667,27.411944,SON,SBNSO,"San Bernardo, Son.",40.03
-114.797778,32.423889,SON,RCOLORADO,"San Luis Río Colorado, Son. SMN*",0
-111.445278,30.394722,SON,SRSSO,"Santa Rosa 2, Son.",3.5
-112.85,31.866667,SON,NYNSO,"Sonoyta, Son.",0
-109.5,29.534722,SON,TPCSO,"Tepache, Son.",3.31
-109.2125,27.658333,SON,TSOSO,"Tesocoma, Son.",45.5
-110.289722,27.643611,SON,VCMSO,"Vícam, Son.",0
-110.299167,27.639167,SON,VICAM,"Vícam, Son. SGT*",4.6
-108.927778,28.371389,SON,YCRSO,"Yécora, Son.",61.06
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",172.7
-93.376389,18.001111,TAB,CARTB,"Cárdenas, Tab.",161.1
-92.814722,18.043611,TAB,EPOTB,"El Porvenir, Tab.",245
-93,17.975,TAB,GONTB,"González, Tab.",226.2
-92.6,17.766667,TAB,MACTB,"Macuspana, Tab.",285.7
-93.316111,17.954444,TAB,MEZCALAPA,"Mezcalapa, Tab. SGT*",0
-92.75,17.380556,TAB,OXOTB,"Oxolotán, Tab.",393.8
-92.646389,18.406389,TAB,PCENTLA,"Pantanos de Centla, Tab. SMN*",127.1
-93.33,18.42,TAB,PARAISO,"Paraíso, Tab. SMN*",230.75
-93.622778,18.175,TAB,POBLADOC11,"Poblado C11, Tab. SGT*",418.1
-92.877222,18.010833,TAB,PORVENIR,"Porvenir, Tab. SGT*",286.7
-92.879167,17.854167,TAB,PNVTB,"Pueblo Nuevo, Tab.",318.8
-92.9375,17.566667,TAB,PUYTB,"Puyacatengo, Tab.",460.3
-93.275556,17.996944,TAB,SAMTB,"Samaria, Tab.",216.2
-91.158333,17.791667,TAB,SPTTB,"San Pedro, Tab.",73.8
-92.778611,17.456944,TAB,TAPTB,"Tapijulapa, Tab.",362.3
-92.966667,17.566667,TAB,TEATB,"Teapa, Tab.",430.7
-92.916667,17.98,TAB,EMUTB,"Villahermosa Muelle, Tab.",355.7
-93.8325,17.965556,TAB,ZAMAPA2ASECC,"Zamapa 2a. Sección, Tab. Protección Civil*",122.8
-98.39,24.065556,TAMPS,ABSTP,"Abasolo, Tamps.",17.8
-99.148889,22.986944,TAMPS,AHLTP,"Ahualulco, Tamps.",165.2
-97.926944,22.386111,TAMPS,BALTP,"Bombas Altamira, Tamps.",82.53
-99.1875,23.730278,TAMPS,CVTTP,"Ciudad Victoria, Tamps.",110.11
-97.817778,25.966389,TAMPS,CONTP,"Control, Tamps.",82.56
-98.935833,23.939167,TAMPS,CORTP,"Corona, Tamps.",38.3
-99.233611,26.408889,TAMPS,LBLTP,"Derivadora Las Blancas, Tamps.",34.71
-99.123056,24.080556,TAMPS,BR1TP,"El Barretal Uno, Tamps.",97.5
-98.691667,22.605,TAMPS,ERCTP,"Estudiante Ramiro Caballero Dorantes, Tamps.",94.32
-99.154722,23.046667,TAMPS,GOMEZFARIAS,"Gómez Farías, Tamps. SGT*",231.7
-98.405278,22.798611,TAMPS,GONZALEZTP,"González, Tamps. SGT*",61.6
-99.078611,23.384444,TAMPS,ENNTP,"La Encantada, Tamps.",130
-97.953333,23.166389,TAMPS,LAETP,"La Esperanza, Tamps.",134.7
-99.120556,22.852778,TAMPS,LSRTP,"La Servilleta, Tamps.",150.24
-98.791389,22.943889,TAMPS,SLZTP,"Lic. Emilio Portes Gil, Tamps.",124.01
-98.705556,22.795833,TAMPS,MGSTP,"Magiscatzín Dos, Tamps.",122.72
-98.713611,22.797222,TAMPS,MGZTP,"Magiscatzín, Tamps.",122.72
-99.551111,24.566667,TAMPS,MAGTP,"Magueyes, Tamps.",86.32
-98.925556,26.204722,TAMPS,MRGTP,"Marte Rodolfo Gómez, Tamps.",42.11
-97.522778,25.833333,TAMPS,MATTP,"Matamoros, Tamps.",46.02
-99.148611,26.430556,TAMPS,CMRTP,"Mier, Tamps.",60.1
-99.434444,24.2525,TAMPS,MHGTP,"Miguel Hidalgo, Tamps.",157.2
-99.166667,23.716667,TAMPS,CVCTP,"Observatorio de Ciudad Victoria, Tamps.",122.21
-98.208889,23.762222,TAMPS,SLMTP,"Observatorio de Soto la Marina, Tamps.",57.8
-98.9,24.05,TAMPS,PADTP,"Padilla, Tamps.",20.36
-98.745833,23.726667,TAMPS,PDMTP,"Paso de Molina, Tamps.",89.02
-99.555833,24.2475,TAMPS,PJMTP,"Pedro José Méndez, Tamps.",52.53
-99.019167,24.208056,TAMPS,PILTP,"Pilón, Tamps.",8.54
-97.8,25.8,TAMPS,PANTP,"Pueblo Anáhuac, Tamps.",50.85
-99.583333,24.183333,TAMPS,PVLTP,"Puerto de Valles, Tamps.",32.11
-97.991944,23.259444,TAMPS,RSPTP,"República Española, Tamps.",210.91
-98,25.966667,TAMPS,RIBTP,"Río Bravo, Tamps.",94.03
-99.026111,22.843056,TAMPS,RFRTP,"Río Frío, Tamps.",202.51
-99.093056,23.031389,TAMPS,SBNTP,"Sabinas, Tamps.",191.11
-98.869444,22.784444,TAMPS,SDATP,"Saca de Agua, Tamps.",176.1
-98.787222,23.083611,TAMPS,SGBTP,"San Gabriel, Tamps.",72.31
-99.274167,24.0225,TAMPS,STETP,"Santa Engracia, Tamps.",103.8
-99.040833,26.374167,TAMPS,MGATP,"S-J-1-2 Miguel Alemán, Tamps.",104.11
-98.8,26.25,TAMPS,CMGTP,"S-J-2-11 Camargo, Tamps.",45.71
-98.5975,26.238056,TAMPS,CDOTP,"S-J-2-18 Ciudad Díaz Ordaz, Tamps.",35.52
-98.285833,26.079722,TAMPS,RYATP,"S-J-3-42 Reynosa, Tamps.",41.01
-98.422778,22.423889,TAMPS,TMSTP,"Tamesí, Tamps.",226.32
-97.876111,22.238333,TAMPS,TMPTP,"Tampico, Tamps.",106.5
-97.8,25.7,TAMPS,VHMTP,"Valle Hermoso, Tamps.",45.52
-98.666389,23.959444,TAMPS,VGRTP,"Vicente Guerrero, Tamps.",18.2
-99.551111,24.566667,TAMPS,VSMTP,"Victoria San Marcos, Tamps.",103.6
-97.804167,25.906111,TAMPS,VCATP,"Villa Cárdenas, Tamps.",50.05
-99.488611,24.303889,TAMPS,VILLAGRAN,"Villagrán, Tamps. SMN*",33.4
-98.131111,19.428611,TLAX,APITL,"Apizaco, Tlax.",83.5
-98.563889,19.586111,TLAX,CPPTL,"Calpulalpan, Tlax.",24.7
-97.769722,19.298889,TLAX,CUATL,"Cuapiaxtla, Tlax.",44.6
-97.6475,19.318056,TLAX,ECTTL,"El Carmen Tequexquitla, Tlax.",17
-98.246944,19.324722,TLAX,OBSTL,"Observatorio de Tlaxcala, Tlax.",88.8
-98.200556,19.556111,TLAX,SJATL,"San José Atlanga, Tlax.",47.5
-98.243056,19.219444,TLAX,ZACTL,"Zacatelco, Tlax.",152.1
-97.908056,19.200278,TLAX,ZITTL,"Zitlaltepec, Tlax.",73
-96.843889,19.695833,VER,ACAVC,"Acatlán, Ver.",244.57
-94.931389,18.044444,VER,ACAYUCAN,"Acayucan, Ver. SMN*",0
-96.5875,19.495,VER,ACTVC,"Actopan, Ver.",92.8
-94.144444,18.141667,VER,AGDVC,"Agua Dulce, Ver.",253
-97.68,20.93,VER,ALAVC,"Álamo Temapache, Ver.",124.02
-96.736111,19.621667,VER,ALUVC,"Alto Lucero, Ver.",27.51
-97.234722,19.7625,VER,ALTVC,"Altotonga, Ver.",325.74
-95.4375,18.583333,VER,ARCVC,"Ángel Rosario Cabada, Ver.",211.72
-96.944444,19.588889,VER,BANVC,"Banderilla, Ver.",78.01
-96.933333,19.483333,VER,BRIVC,"Briones, Ver.",91.42
-96.971667,19.948889,VER,BUVVC,"Buena Vista Protección Civil, Ver.",326.1
-95.118333,18.415833,VER,LDCVC,"Canseco, Ver.",107.67
-96.374444,19.364722,VER,CRDVC,"Cardel, Ver.",166.71
-96.697778,19.433056,VER,CEGVC,"Cerro Gordo, Ver.",40
-95.8,18.3,VER,CCLVC,"Chacaltianguis, Ver.",149.7
-97.545,21.068333,VER,CLHVC,"Chalahuite, Ver.",186.2
-96.853611,18.563333,VER,CHMVC,"Chicomapa, Ver.",281.9
-97.878611,21.334444,VER,CITLALTEPEC,"Citlaltepec, Ver. SMN*",196.6
-96.939444,19.453889,VER,COAVC,"Coatepec, Ver.",150.52
-97.470833,20.252778,VER,COMVC,"Comalteco, Ver. PC",365.6
-95.295833,18.144444,VER,CTTVC,"Cuatotolapan, Ver.",122.31
-97.470556,20.253056,VER,CIRVC,"El Ciruelo Protección Civil, Ver.",330.01
-97.399167,20.2575,VER,ESPVC,"El Espinal, Ver.",157
-98.459167,21.773611,VER,HGOVC,"El Higo, Ver.",91.4
-96.36,19.405833,VER,ENRVC,"El Naranjillo, Ver.",188.4
-98.5125,21.840278,VER,OLVVC,"El Olivo, Ver.",97.7
-95.970833,19.040833,VER,ELSALADOmar,"El Salado, Ver. SEMAR*",109.976
-96.158333,19.068889,VER,ETEVC,"El Tejar, Ver.",124.44
-96.9975,18.897778,VER,FORVC,"Fortín, Ver.",189.81
-95.556944,18.270556,VER,GARVC,"Garro, Ver.",160.03
-96.950833,19.181667,VER,HTSVC,"Huatusco, Ver.",139.7
