LON,LAT,EDO,CLAVE,ESTACION,may_23
-96.59,19.5,VER,ACTVC,"Actopan, Ver.",56.13
-94.14,18.14,VER,AGDVC,"Agua Dulce, Ver.",0
-97.68,20.93,VER,ALAVC,"¡lamo Temapache, Ver.",15.5
-97.23,19.76,VER,ALTVC,"Altotonga, Ver.",34.34
-96.74,19.62,VER,ALUVC,"Alto Lucero, Ver.",11.61
-95.44,18.58,VER,ARCVC,"¡ngel Rosario Cabada, Ver.",46.01
-96.94,19.59,VER,BANVC,"Banderillas, Ver.",82.01
-96.93,19.48,VER,BRIVC,"Briones, Ver.",60.21
-94.25,17.95,VER,CB2VC,"Planta de Bombeo 2 de La Cangrejera, Ver.",0
-95.8,18.3,VER,CCLVC,"Chacaltianguis, Ver.",8.6
-96.99,19.33,VER,CDCVC,"Cosautl·n de Carvajal, Ver.",227.2
-96.7,19.43,VER,CEGVC,"Cerro Gordo, Ver.",17
-96.85,18.56,VER,CHMVC,"Chicomapa, Ver.",71.7
-98.16,21.74,VER,CHYVC,"Paso de Piedras, Ver.",28.91
-97.55,21.07,VER,CLHVC,"Chalahuite, Ver.",19.54
-94.41,18.15,VER,COATZACOALCOmar,"Coatzacoalcos SEMAR, Ver.",61.47
-96.94,19.45,VER,COAVC,"Coatepec, Ver.",88.02
-94.4,18.1,VER,COTVC,"Observatorio de Coatzacoalcos, Ver.",128.2
-96.37,19.36,VER,CRDVC,"Cardel, Ver.",30.53
-95.3,18.14,VER,CTTVC,"Coatotolapan, Ver.",24.5
-96.67,19.36,VER,CUMVC,"La Cumbre, Ver.",0
-95.97,19.04,VER,ELSALADOmar,"El Salado SEMAR, Ver.",0
-96.36,19.41,VER,ENRVC,"El Naranjillo, Ver.",16
-97.4,20.26,VER,ESPVC,"El Espinal, Ver.",0.82
-96.16,19.07,VER,ETEVC,"El Tejar, Ver.",0.01
-97,18.9,VER,FORVC,"FortÌn, Ver.",42.1
-95.56,18.27,VER,GARVC,"Garro, Ver.",5.5
-98.46,21.77,VER,HGOVC,"El Higo, Ver.",116.6
-98.29,21.19,VER,HLSVC,"Los Hules, Ver.",64.21
-96.95,19.18,VER,HTSVC,"Huatusco, Ver.",45
-98.48,20.53,VER,HUYVC,"Huayacocotla, Ver.",52.5
-96.55,19.4,VER,IDOVC,"√çdolos, Ver.",11.51
-97.22,21.47,VER,ISLALOBOSmar,"Isla Lobos SEMAR, Ver.",93
-94.67,17.95,VER,JALVC,"J·ltipan, Ver.",83.5
-95.03,17.43,VER,JCRVC,"Jes˙s Carranza, Ver.",16
-94.09,17.87,VER,JDCVC,"San JosÈ del Carmen, Ver.",5.2
-97.02,19.6,VER,JOYVC,"La Joya, Ver.",26.63
-95.35,18.25,VER,LAUVC,"Lauchapan, Ver.",39.9
-94.33,18.11,VER,LCAVC,"La Cangrejera, Ver.",130
-95.12,18.42,VER,LDCVC,"Canseco, Ver.",42.9
-97.23,18.92,VER,LGRVC,"Loma Grande, Ver.",27
-96.98,20.05,VER,LIBVC,"Libertad, Ver.",14.13
-96.41,19.26,VER,LOFVC,"Loma Fina, Ver.",6.03
-94.92,17.42,VER,LPEVC,"Las Perlas, Ver.",81
-97.1,19.65,VER,LVRVC,"Las Vigas de RamÌrez, Ver.",9.5
-97.05,20.07,VER,MDTVC,"MartÌnez de la Torre, Ver.",117
-96.33,19.15,VER,MFAVC,"Manlio Fabio Altamirano, Ver.",11.06
-98.05,20.83,VER,MILVC,"Milcahual, Ver.",39
-94.77,18.14,VER,MNZVC,"Minzapan, Ver.",77.12
-96.83,19.93,VER,MZNVC,"Misantla, Ver.",10.11
-96.87,19.65,VER,NAOVC,"Naolinco, Ver.",31.23
-98.51,21.84,VER,OLVVC,"El Olivo, Ver.",153.7
-97.1,18.85,VER,ORZVC,"Observatorio de Orizaba, Ver.",129.61
-96.97,19.55,VER,OTIVC,"Otilpan, Ver.",56.3
-96.92,19.48,VER,PAVVC,"Pacho Viejo, Ver.",42.55
-94.38,18.1,VER,PB3VC,"Planta de Bombeo 3 de La Cangrejera, Ver.",89.01
-94.19,17.87,VER,PCNVC,"Planta de Bombeo 1 de La Cangrejera, Ver.",0
-97.81,21.18,VER,PEMVC,"El Moralillo, Ver.",12.3
-97.27,19.55,VER,PEROTESMN,"Perote SMN, Ver.",22.1
-96.98,19.59,VER,PILVC,"Piletas, Ver.",9.63
-98.18,22.06,VER,PNCVC,"P·nuco, Ver.",14.4
-97.48,20.54,VER,POZARICA,"Poza Rica SGT, Ver.",116.8
-97.32,20.45,VER,PPNVC,"Papantla, Ver.",82.9
-97.48,20.54,VER,PRCVC,"Poza Rica, Ver.",133.02
-98.36,21.3,VER,PSNVC,"PlatÛn S·nchez, Ver.",165.31
-96.67,19.04,VER,PTE4CAMINOS,"Puente Cuatro Caminos SGT, Ver.",56.1
-96.8,18.89,VER,PTNVC,"Potrero Nuevo, Ver.",59.84
-95.63,18.72,VER,RALVC,"Radar Alvarado, Ver.",125
-96.71,20.16,VER,RAUVC,"El Raudal, Ver.",4
-97.81,20.89,VER,SBTVC,"Sombrerete, Ver.",82.33
-96.92,19.58,VER,SEDVC,"SedeÒo, Ver.",69.5
-95.18,18.45,VER,SIHVC,"Sihuap·n, Ver.",2.6
-95.13,17.88,VER,SJEVC,"San Juan Evangelista, Ver.",17.52
-95.03,18.52,VER,SONVC,"Sontecomapan, Ver.",89.3
-95.21,18.45,VER,STXVC,"San AndrÈs Tuxtla AC, Ver.",1.5
-96.49,19.34,VER,TAMVC,"Tamarindo, Ver.",80
-96.97,19.45,VER,TAPVC,"Tapachapan, Ver.",133.6
-96.97,19.38,VER,TCOVC,"Teocelo, Ver.",123
-97.13,18.58,VER,TLQVC,"Tlaquilpa, Ver.",73.31
-94.16,17.57,VER,TMOVC,"Tierra Morada, Ver.",13
-98.41,21.5,VER,TMPVC,"Tempoal, Ver.",127.1
-96.92,19.81,VER,TNCVC,"Tenochtitl·n, Ver.",44.6
-97.22,19.92,VER,TOMVC,"Tomata, Ver.",22.24
-96.95,19.23,VER,TOTVC,"Totutla, Ver.",111.17
-98.15,21.04,VER,TRRVC,"Terrerillos, Ver.",95
-97.4,20.96,VER,TXPVC,"Observatorio de Tuxpan, Ver.",83.51
-95.42,18.47,VER,TZAVC,"Tres Zapotes, Ver.",1
-97.25,20.57,VER,VEDVC,"Poza Verde PC, Ver.",80
-96.11,19.15,VER,VERVC,"Observatorio de Veracruz, Ver.",0.4
-96.61,19.02,VER,VTEVC,"Villa Tejeda, Ver.",50
-96.85,19.55,VER,XCFVC,"Xalapa CFE, Ver.",46.12
-96.9,19.54,VER,XCRVC,"Xalapa Cristal, Ver.",49.62
-96.94,19.55,VER,XMGVC,"Xalapa Magisterial, Ver.",30.92
-96.91,19.57,VER,XMRVC,"Xalapa Moral PC, Ver.",36.6
-96.92,19.53,VER,XOBVC,"Observatorio de Xalapa, Ver.",38.54
-96.87,19.51,VER,XOLVC,"Xalapa Olmos, Ver.",44.74
-96.92,19.57,VER,XREVC,"Xalapa RevoluciÛn, Ver.",33.34
-96.89,19.56,VER,XSUVC,"Xalapa Sumidero, Ver.",58.94
-96.78,19.86,VER,YECVC,"Yecuatla, Ver.",9
-97.39,19.41,VER,ZALVC,"Zalayeta, Ver.",40
-89.68,20.65,YUC,ABAYC,"Abal·, Yuc.",23.5
-89.22,19.88,YUC,BECYC,"BecanchÈn, Yuc.",29
-89.08,20.46,YUC,CANYC,"Cantamayec, Yuc.",71.5
-90.38,20.86,YUC,CELYC,"Celest˙n SMN, Yuc.",17
-89.83,20.75,YUC,CHOYC,"Chochol·, Yuc.",28.1
-89.64,21.03,YUC,CICYC,"Centro de Investigacion CientÌfica, Yuc.",24
-89.5,21.08,YUC,CONYC,"Conkal, Yuc.",34.2
-87.68,21.51,YUC,CYOYC,"El Cuyo, Yuc.",33.5
-89.58,20.98,YUC,EZAYC,"Emiliano Zapata, Yuc.",92.2
-89.68,22.38,YUC,ISLAPEREZmar,"Isla PÈrez SEMAR, Yuc.",0
-89.65,20.95,YUC,MEOYC,"Observatorio de MÈrida, Yuc.",53.61
-89.44,21.11,YUC,MOCYC,"Mococh·, Yuc.",29.9
-89.29,21.09,YUC,MTOYC,"Motul, Yuc.",51.4
-89.71,20.49,YUC,MUNYC,"Mun·, Yuc.",31.51
-89.39,20.29,YUC,OXKYC,"Oxkutzcab, Yuc.",53.52
-88.93,20.13,YUC,PETYC,"Peto, Yuc.",148.05
-89.65,21.28,YUC,PROYC,"Observatorio de Progreso, Yuc.",0.01
-88.16,21.57,YUC,RILYC,"RÌo Lagartos SMN, Yuc.",3.8
-88.16,21.57,YUC,RLAYC,"RÌo Lagartos, Yuc.",0
-89.56,20.4,YUC,TICYC,"Ticul, Yuc.",23.8
-88.17,21.16,YUC,TIZYC,"TizimÌn, Yuc.",131.5
-89.05,20.03,YUC,TNTYC,"TantaquÌn SMN, Yuc.",50.49
-88.2,20.69,YUC,VALYC,"Observatorio de Valladolid, Yuc.",16.81
-103.46,21.81,ZAC,ATGZC,"Atolinga, Zac.",8
-102.9,22,ZAC,CHIZC,"El Chique, Zac.",12.6
-101.39,24.62,ZAC,CORZC,"ConcepciÛn del Oro, Zac.",9
-103.1,23.69,ZAC,ELCZC,"El Cazadero, Zac.",22.4
-102.04,22.67,ZAC,ELSZC,"El Saladillo, Zac.",7.01
-103.35,21.65,ZAC,EXCZC,"Miguel Alem·n, Zac.",0.51
-102.89,23.17,ZAC,FREZC,"Fresnillo, Zac.",2.81
-103.09,22.93,ZAC,GJAZC,"General JoaquÌn Amaro, Zac.",12
-102.51,22.75,ZAC,GPEZC,"Guadalupe, Zac.",21.83
-103.4,24.28,ZAC,JALZC,"Juan Aldama, Zac.",12.8
-103.11,21.4,ZAC,JCHZC,"Juchipila, Zac.",2.1
-103,22.64,ZAC,JERZC,"Jerez, Zac.",3.62
-102.57,22.78,ZAC,LBUZC,"Observatorio de Zacatecas, Zac.",8.19
-103.6,22.69,ZAC,LFLZC,"La Florida, Zac.",0.01
-102.66,23,ZAC,LLBZC,"Llano Blanco, Zac.",9.91
-102.25,22.44,ZAC,LMOZC,"Luis Moya, Zac.",0
-103.38,22.85,ZAC,LOBZC,"Manuel Felgueres, Zac.",4.5
-101.99,22.26,ZAC,LORZC,"Loreto, Zac.",11.8
-103.22,23.18,ZAC,LREZC,"Gobernador Leobardo Reynoso, Zac.",14.51
-103.44,24.29,ZAC,MGAZC,"Miguel Auza, Zac.",11.11
-103.36,21.21,ZAC,MORZC,"Mezquital del Oro, Zac.",0.01
-102.85,21.36,ZAC,NCTZC,"Nochistl·n, Zac.",0.02
-102.8,22.35,ZAC,PALZC,"Palomas, Zac.",0
-101.4,22.12,ZAC,PINZC,"Pino Su·rez, Zac.",18.1
-102.9,21.71,ZAC,PMOZC,"Los MoraleÒos, Zac.",5.53
-103.03,23.82,ZAC,RGRZC,"RÌo Grande, Zac.",10.01
-102.88,24.32,ZAC,SFOZC,"San Francisco, Zac.",28.77
-103.51,24.29,ZAC,SGOZC,"Santiago, Zac.",9.08
-103.64,23.64,ZAC,SOMZC,"Observatorio de Sombrerete, Zac.",35.9
-103.5,22.33,ZAC,STEZC,"Independencia Nacional, Zac.",2.01
-103.11,22.92,ZAC,STRZC,"Santa Rosa, Zac.",10.21
-102.86,22.12,ZAC,TAYZC,"Ing. Juli·n Adame Alatorre, Zac.",6.23
-103.88,23.47,ZAC,TCHZC,"Chalchihuites, Zac.",17.5
-103.46,21.47,ZAC,TGOZC,"Te˙l de Gonz·lez Ortega, Zac.",0
-103.31,21.77,ZAC,TLLZC,"Tlaltenango, Zac.",0.72
-103.34,21.59,ZAC,VILZC,"JosÈ MarÌa Morelos, Zac.",1.5
-102.51,22.75,ZAC,ZA2ZC,"Zacatecas SMN, Zac.",11.59
-102.58,22.76,ZAC,ZACZC,"Zacatecas, Zac.",9.73
