"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","COD_RES","P4_1","P4_2_01","P4_2_02","P4_2_03","P4_2_04","P4_2_05","P4_2_06","P4_2_07","P4_2_08","P4_2_09","P4_2_10","P4_2_11","P4_2_12","P4_2_13","P4_2_14","P4_2_15","P4_2_16","P5_1","P5_2","P5_3","P5_4","P5_5","P5_6","P5_7","P5_8","P5_9","P5_10","P5_11","P5_12","P5_13","P5_14","P5_15","P5_16","P5_17","P5_18","P5_19","P5_20","P5_21","P6_1","P6_2","P6_3","P6_4","P6_5","P6_6","P6_7_1","P6_7_2","P6_7_3","P6_7_4","P6_7_5","P6_7_6","P6_7_7","P6_7_8","P6_7_9","P7_1_01","P7_1_02","P7_1_03","P7_1_04","P7_1_05","P7_1_06","P7_1_07","P7_1_08","P7_1_09","P7_1_10","P7_1_11","P7_1_12","P7_1_13","P7_1_14","P7_1_14E","P7_1_15","P7_1_99","P7_2","P7_3","P7_4","P8_1","P8_2","P8_3_01","P8_3_02","P8_3_03","P8_3_04","P8_3_05","P8_3_06","P8_3_07","P8_3_08","P8_3_09","P8_3_10","P8_3_11","P8_3_12","P8_3_13","P8_3_14","P8_3_15","P8_3_15E","P8_4_01","P8_4_04","P8_4_06","P8_4_13","P8_4_14","P8_5_01","P8_5_02","P8_5_03","P8_5_04","P8_5_05","P8_5_06","P8_5_07","P8_5_08","P8_5_09","P8_5_10","P8_5_11","P8_5_12","P8_5_13","P8_5_14","P8_5_15","P8_5_15E","P8_6_1","P8_6_2","P8_6_3","P8_6_4","P8_6_5","P8_6_6","P8_6_7","P8_6_8","P8_6_9","P8_7","P8_8","P8_9","P9_1","P9_2","P9_3","P9_4","P9_5","P9_6","P9_7","P9_7E","P9_8_1","P9_8_2","P9_8_3","P9_8_4","P9_8_5","P9_8_6","P9_8_7","P9_8_8","P9_9","P9_10_1","P9_10_2","P9_10_3","P9_10_4","P9_10_5","P9_11_1","P9_11_2","P9_11_3","P9_11_4","P9_12_01","P9_12_02","P9_12_03","P9_12_04","P9_12_05","P9_12_06","P9_12_07","P9_12_08","P9_12_09","P9_12_98","P9_12_99","FAC_SEL","DOMINIO","UPM_DIS","EST_DIS"
"0400253.03","0400253.03.05","0400253","03","05","04","CAMPECHE","002","CAMPECHE","01","10","07","05","05","03","03","00","06","06","06","06","06","06","05","03","05","05","03","00","00","00","05","07","05","05","00","08","08","08","05","00","06","06","05","04","05","05","05","07","04","06","2","1","1","10","08","10","07","07","10","10","98","10","1","1","0","0","0","0","0","1","0","0","0","0","0","0","","0","0","05","00","05","00","00","1","2","2","2","2","1","2","2","2","2","1","2","2","2","2","","","4","","1","3","4","1","1","1","1","1","1","2","1","1","1","4","1","4","","","1","1","1","1","1","1","1","1","0","1","8","","1","","1","2","1","99","9999997","NO RESPONDE","0","1","0","0","0","0","0","0","1","06","00","05","05","00","1","2","3","2","0","1","0","1","0","0","0","0","0","0","0","6455.8486613364","U","0032","0010"
"0400253.04","0400253.04.01","0400253","04","01","04","CAMPECHE","002","CAMPECHE","01","03","05","05","06","08","04","04","04","05","05","06","06","06","06","03","05","10","05","05","05","05","04","08","04","06","08","09","10","04","02","08","09","03","07","06","05","03","04","08","09","08","2","1","2","","","","","","","","","","0","0","0","1","0","0","1","0","1","0","0","0","0","0","","0","0","06","07","09","06","02","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","","","1","1","3","1","4","3","3","3","4","1","4","1","3","4","4","4","3","3","","","0","0","0","0","0","1","1","1","0","1","2","","1","","2","2","2","01","0002000","DOS MIL","0","0","0","0","0","0","0","1","2","08","06","08","05","02","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","2582.3394645346","U","0032","0010"
"0400253.05","0400253.05.02","0400253","05","02","04","CAMPECHE","002","CAMPECHE","01","08","09","08","05","07","08","08","08","06","08","08","06","07","08","07","07","09","07","08","07","07","09","08","08","06","07","08","09","08","08","08","10","08","06","07","06","08","08","09","05","08","2","1","2","","","","","","","","","","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","0","0","06","06","08","06","07","1","2","2","1","2","1","2","2","2","2","2","2","2","2","2","","","","","3","3","2","3","3","3","3","1","4","2","2","2","4","3","3","3","","","1","1","0","1","0","0","0","1","0","1","1","","1","","3","1","2","01","0004500","CUATRO MIL QUINIENTOS","0","0","0","0","0","0","0","1","2","06","08","07","08","08","2","1","1","1","0","1","1","1","1","1","0","0","0","0","0","3873.5091968018","U","0032","0010"
"0400389.01","0400389.01.01","0400389","01","01","04","CAMPECHE","002","CAMPECHE","01","06","08","05","02","06","07","06","10","07","08","06","06","04","07","00","03","10","08","07","08","09","05","06","07","07","08","02","00","08","07","00","07","07","06","06","08","07","06","05","05","08","1","1","1","07","08","08","07","07","07","07","98","08","1","0","0","0","0","0","0","0","0","0","1","0","1","0","","0","0","05","08","07","08","03","1","1","1","1","2","1","2","1","1","2","1","2","2","2","2","","","","","1","1","4","1","1","2","1","1","1","1","1","1","2","3","3","3","","","1","0","0","1","0","1","0","1","0","1","1","","1","","1","1","1","03","0009000","NUEVE MIL","0","0","0","0","1","1","1","0","1","08","06","07","08","00","2","2","2","2","1","1","1","1","0","0","0","0","0","0","0","4296.5787583121","U","0387","0009"
"0400389.02","0400389.02.04","0400389","02","04","04","CAMPECHE","002","CAMPECHE","01","09","09","10","10","09","09","09","10","09","09","09","09","10","10","10","10","10","08","09","10","09","08","09","09","10","10","09","10","09","08","08","09","09","07","09","09","08","09","09","05","08","2","2","2","","","","","","","","","","0","1","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","09","09","10","09","08","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","1","1","4","4","3","3","3","3","3","3","1","4","1","4","2","2","1","1","","","0","1","0","0","1","0","0","0","0","1","9","","1","","3","2","1","08","0027000","VEINTISIETE MIL","0","0","0","0","0","0","0","1","2","09","08","09","09","08","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","5728.7716777495","U","0387","0009"
"0400389.03","0400389.03.04","0400389","03","04","04","CAMPECHE","002","CAMPECHE","01","08","10","10","10","10","10","08","10","10","10","10","10","10","10","08","10","10","05","05","05","05","05","08","08","05","05","08","08","05","08","05","08","08","05","05","08","08","05","08","07","05","1","2","2","","","","","","","","","","0","1","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","05","05","05","03","05","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","4","4","4","4","3","3","3","3","4","3","2","2","1","2","2","2","3","3","","","1","0","0","0","0","0","0","1","0","1","2","","1","","2","2","1","05","0015000","QUINCE MIL","0","0","0","0","0","0","0","1","1","07","05","07","05","08","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","5728.7716777495","U","0387","0009"
"0400389.04","0400389.04.01","0400389","04","01","04","CAMPECHE","002","CAMPECHE","01","05","00","00","00","00","00","00","05","03","03","00","00","00","02","05","07","07","07","05","03","03","07","00","07","05","06","10","10","06","09","03","09","03","00","00","00","04","08","08","05","05","2","2","2","","","","","","","","","","1","0","0","1","0","0","0","0","0","0","0","1","0","0","","0","0","06","05","05","07","03","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","1","1","1","1","2","2","2","1","1","4","1","2","1","2","2","1","3","1","","","0","0","0","0","0","0","0","1","0","1","2","","1","","2","2","2","07","0018000","DIECIOCHO MIL","0","0","0","0","0","0","0","1","1","06","05","05","05","05","2","2","3","1","0","1","0","0","0","1","0","0","0","0","0","1432.1929194374","U","0387","0009"
"0400389.05","0400389.05.01","0400389","05","01","04","CAMPECHE","002","CAMPECHE","01","08","08","08","08","09","09","08","08","08","08","08","08","09","08","08","09","09","08","08","08","08","08","07","06","06","07","09","09","07","07","07","08","06","07","06","06","06","00","08","08","08","2","2","2","","","","","","","","","","0","1","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","03","05","06","07","06","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","","","4","","1","4","4","1","3","3","3","3","1","8","4","1","1","4","4","4","","","0","0","0","0","0","0","0","0","1","1","2","","1","","4","2","1","99","9999997","NO RESPONDE","0","0","0","0","0","0","0","1","2","07","08","07","07","07","2","2","2","2","0","1","0","1","1","1","0","0","0","0","0","4296.5787583121","U","0387","0009"
"0400406.01","0400406.01.02","0400406","01","02","04","CAMPECHE","002","CAMPECHE","01","07","05","05","05","06","06","02","05","07","07","08","08","08","09","08","09","09","07","02","05","07","05","08","07","07","05","09","05","07","07","07","09","06","07","05","08","07","03","07","07","09","2","2","2","","","","","","","","","","0","1","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","07","08","08","08","05","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","4","4","4","4","3","1","1","4","1","3","1","1","4","4","3","3","4","3","","","1","0","0","0","1","0","0","1","0","1","1","","1","","3","2","2","02","0007500","SIETE MIL QUINIENTOS","0","0","0","0","0","0","0","1","2","09","08","05","08","08","1","1","2","3","0","1","0","1","0","0","1","0","0","0","0","2985.758120183","U","0408","0009"
"0400406.03","0400406.03.01","0400406","03","01","04","CAMPECHE","002","CAMPECHE","01","00","02","02","02","00","00","00","05","05","05","05","05","05","05","00","05","05","05","05","02","02","02","05","02","02","02","10","10","05","08","02","07","02","05","05","02","02","05","02","08","05","1","2","2","","","","","","","","","","1","1","0","0","0","0","0","0","1","0","0","0","0","0","","0","0","02","02","03","02","02","1","2","2","1","2","1","2","2","2","2","2","2","2","2","2","","","","","1","4","1","1","3","1","3","1","3","3","3","1","3","3","3","1","","","0","0","1","1","0","0","0","1","0","1","2","","1","","2","2","1","03","0010000","DIEZ MIL","0","0","0","0","0","0","0","1","2","05","08","02","05","05","2","2","2","2","1","1","0","0","0","1","0","0","0","0","0","2985.758120183","U","0408","0009"
"0400406.04","0400406.04.02","0400406","04","02","04","CAMPECHE","002","CAMPECHE","01","09","06","06","08","06","06","07","10","08","08","09","09","09","08","09","09","09","09","07","07","07","07","09","09","09","08","07","09","08","09","07","09","08","08","07","09","08","07","08","08","09","2","1","2","","","","","","","","","","0","1","0","1","0","0","0","1","0","0","0","0","0","0","","0","0","09","08","08","09","08","1","2","2","1","2","1","2","1","2","2","1","2","2","2","2","","","","","1","1","3","2","3","3","4","4","1","3","1","1","2","1","2","1","","","0","0","1","0","1","0","0","1","0","1","9","","1","","1","2","2","07","0020000","VEINTE MIL","1","0","1","0","0","0","0","0","1","09","08","09","10","09","1","1","2","1","0","1","0","0","0","0","0","0","0","0","0","4478.6371802745","U","0408","0009"
"0400406.05","0400406.05.01","0400406","05","01","04","CAMPECHE","002","CAMPECHE","01","10","05","05","05","05","05","05","05","05","05","06","06","06","05","02","05","06","03","05","05","04","05","06","04","05","05","03","05","05","05","05","07","05","00","03","05","05","05","05","00","05","2","1","1","05","03","00","03","03","05","03","05","03","1","1","0","0","0","0","0","0","1","0","0","0","0","0","","0","0","03","03","04","08","05","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","","3","3","3","3","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","0","0","1","0","0","0","1","0","1","2","","1","","1","1","2","02","0007500","SIETE MIL QUINIENTOS","0","0","1","0","0","0","0","0","1","03","03","00","02","00","1","2","2","8","0","1","0","0","0","1","0","1","0","0","0","2985.758120183","U","0408","0009"
"0400450.01","0400450.01.01","0400450","01","01","04","CAMPECHE","002","CAMPECHE","01","08","09","08","07","07","07","07","08","08","07","08","08","09","07","07","08","10","07","07","08","08","07","08","08","09","09","09","01","08","07","07","08","08","07","07","08","09","05","07","05","08","2","1","1","05","05","07","08","08","09","07","05","05","0","0","0","1","0","0","1","1","0","0","0","0","0","0","","0","0","09","08","09","08","08","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","","1","2","8","4","3","3","3","3","4","1","3","1","1","1","1","4","4","1","1","","","0","1","1","0","1","0","0","0","0","1","1","","1","","3","2","1","02","0007500","SIETE MIL QUINIENTOS","0","0","1","0","0","0","0","0","2","08","08","05","08","08","1","2","2","2","1","1","0","0","0","0","0","0","0","0","0","4495.4305089094","U","0033","0011"
"0400450.02","0400450.02.02","0400450","02","02","04","CAMPECHE","002","CAMPECHE","01","05","05","05","05","05","05","05","05","05","05","05","05","05","05","05","05","05","05","05","05","05","05","05","05","05","05","05","10","05","05","05","05","05","05","05","05","05","05","07","07","10","1","1","1","06","02","01","06","01","01","01","01","01","0","1","0","1","0","0","0","1","0","0","0","0","0","0","","0","0","05","05","05","05","05","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","4","1","4","1","1","3","3","1","1","1","1","1","1","1","1","1","1","1","1","","","0","0","1","0","0","1","0","0","0","2","","2","1","","3","2","2","08","0025000","VEINTICINCO MIL","0","0","0","0","0","0","0","1","2","10","05","05","05","05","1","1","2","4","0","1","0","0","0","1","0","0","0","0","0","2996.9536726062","U","0033","0011"
"0400450.04","0400450.04.01","0400450","04","01","04","CAMPECHE","002","CAMPECHE","01","07","00","00","00","00","00","00","08","05","05","00","08","08","05","06","06","09","06","06","04","04","06","08","04","07","05","06","07","05","07","07","09","08","07","05","04","06","08","07","08","08","2","2","1","08","06","07","08","08","06","07","08","08","1","1","0","0","0","0","0","0","1","0","0","0","0","0","","0","0","00","00","07","00","00","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","2","4","3","4","4","1","2","9","1","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","1","0","0","0","0","2","","2","1","","1","2","1","01","0003800","TRES MIL OCHOCIENTOS","0","0","0","0","0","0","0","1","2","05","04","06","07","02","2","2","2","3","0","0","0","0","0","1","0","0","0","0","0","2996.9536726062","U","0033","0011"
"0400450.05","0400450.05.01","0400450","05","01","04","CAMPECHE","002","CAMPECHE","01","07","07","07","07","07","07","07","07","07","07","07","07","07","07","06","08","08","07","07","06","05","05","05","05","04","04","10","10","08","07","07","08","05","05","04","05","05","05","06","04","05","2","1","1","05","05","06","06","06","06","05","05","05","0","1","0","0","0","0","0","0","1","0","1","0","0","0","","0","0","05","06","05","08","07","1","1","2","1","2","1","1","1","1","2","1","2","1","1","2","","","","","","","4","3","2","4","3","3","4","3","3","3","4","3","3","3","","","1","0","0","0","1","0","0","0","0","1","2","","1","","2","1","2","07","0020000","VEINTE MIL","0","0","0","0","0","0","0","1","2","06","06","05","06","05","2","2","2","2","1","1","0","0","1","1","0","0","0","0","0","2996.9536726062","U","0033","0011"
"0400493.01","0400493.01.01","0400493","01","01","04","CAMPECHE","002","CAMPECHE","01","07","03","00","00","00","00","00","07","00","00","05","05","05","08","00","05","07","07","07","06","06","07","05","08","05","05","10","10","05","05","05","08","06","06","05","06","06","05","07","07","08","1","1","1","08","07","07","07","07","08","08","08","08","0","1","0","1","0","0","1","0","0","0","0","0","0","0","","0","0","04","05","06","05","05","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","4","4","4","4","3","2","2","3","1","2","1","2","1","1","1","1","1","1","","","1","0","0","0","1","0","0","1","0","1","1","","1","","2","2","1","04","0010500","DIEZ MIL QUINIENTOS","0","0","0","0","0","0","0","1","2","07","07","07","05","05","3","1","3","3","0","1","0","1","0","1","0","0","0","0","0","1388.1114006916","U","0427","0010"
"0400493.02","0400493.02.02","0400493","02","02","04","CAMPECHE","002","CAMPECHE","01","10","09","05","08","09","07","05","10","09","06","05","05","07","10","09","05","09","05","08","09","10","06","09","08","05","09","04","08","09","04","05","09","08","05","05","07","09","06","09","10","07","2","2","2","","","","","","","","","","0","0","0","1","0","0","1","0","1","0","0","0","0","0","","0","0","10","07","08","05","07","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","2","4","1","1","1","3","4","4","2","1","4","4","2","4","4","3","3","4","","","1","0","0","0","0","1","1","0","0","1","1","","1","","3","1","1","03","0010000","DIEZ MIL","0","0","0","0","0","0","0","1","3","06","01","00","05","00","2","4","3","2","0","0","0","0","1","1","0","0","0","0","0","2776.2228013833","U","0427","0010"
"0400493.03","0400493.03.04","0400493","03","04","04","CAMPECHE","002","CAMPECHE","01","08","06","05","05","06","06","04","06","05","05","06","06","05","07","07","05","07","06","07","07","07","07","06","09","08","06","09","10","07","06","08","09","09","05","06","07","07","06","09","07","09","1","1","1","09","08","07","10","08","09","09","10","10","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","0","0","08","07","07","09","07","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","1","1","1","1","4","1","1","1","1","4","1","4","4","4","1","3","1","1","","","1","0","0","0","1","0","0","1","0","1","2","","1","","2","2","2","02","0007000","SIETE MIL","0","1","0","0","1","0","0","0","2","09","07","09","02","09","2","3","4","4","0","1","1","1","0","1","0","0","0","0","0","5552.4456027666","U","0427","0010"
"0400493.04","0400493.04.02","0400493","04","02","04","CAMPECHE","002","CAMPECHE","01","05","06","05","05","04","00","02","07","06","06","07","07","06","05","07","08","08","07","08","06","08","07","06","07","08","07","08","07","05","06","08","08","07","07","06","05","07","07","08","07","06","1","1","1","05","08","07","08","08","07","06","07","07","1","0","0","1","0","0","1","0","0","0","0","0","0","0","","0","0","07","08","07","06","06","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","3","4","4","4","1","3","3","4","2","4","4","3","3","3","4","4","1","1","4","","","1","0","0","0","1","0","0","1","0","1","1","","1","","2","2","2","01","0003200","TRES MIL DOSCIENTOS","1","0","0","0","0","0","0","0","2","08","07","08","07","08","8","2","4","1","0","1","0","0","1","1","0","0","0","0","0","2776.2228013833","U","0427","0010"
"0400493.05","0400493.05.04","0400493","05","04","04","CAMPECHE","002","CAMPECHE","01","09","08","07","09","08","07","09","10","09","08","09","08","08","09","08","09","08","08","09","10","10","10","09","08","08","09","10","09","08","09","08","10","08","09","08","10","08","09","09","10","09","2","1","2","","","","","","","","","","0","0","1","1","1","0","0","0","0","0","0","0","0","0","","0","0","08","08","08","08","09","1","2","2","1","2","1","2","2","2","2","2","2","2","2","2","","","","","2","1","4","3","3","4","4","3","4","3","4","3","4","3","4","4","","","1","0","0","0","0","0","0","0","0","1","1","","1","","1","2","2","01","0004000","CUATRO MIL","0","0","1","0","0","0","0","0","3","09","08","07","08","08","1","1","1","1","0","1","0","0","1","1","0","0","0","0","0","8328.6684041499","U","0427","0010"
"0400500.01","0400500.01.02","0400500","01","02","04","CAMPECHE","002","CAMPECHE","01","08","07","03","05","06","06","02","04","00","04","07","06","07","05","04","02","07","02","02","06","08","08","07","06","07","08","10","10","07","10","05","09","07","05","07","08","07","04","06","06","07","2","1","1","09","09","10","09","09","09","09","10","07","1","0","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","03","06","06","03","07","1","2","2","2","1","1","2","2","2","2","2","2","2","2","1","NO TUVO NECESIDADES","","1","","4","1","3","2","1","2","1","3","3","4","4","3","4","3","2","3","","","0","0","0","0","0","0","1","0","0","1","1","","1","","3","2","2","07","0020000","VEINTE MIL","1","0","0","0","0","0","0","0","2","08","08","03","04","07","1","2","3","2","0","1","0","0","0","0","0","0","0","0","0","5227.3076918608","U","0034","0010"
"0400500.02","0400500.02.03","0400500","02","03","04","CAMPECHE","002","CAMPECHE","01","06","06","06","06","07","07","06","08","07","07","06","06","06","07","06","07","08","07","08","08","07","08","08","07","08","08","08","09","08","08","07","07","07","07","06","07","06","07","07","07","06","1","2","2","","","","","","","","","","0","0","0","1","0","0","1","0","0","0","1","0","0","0","","0","0","07","07","07","06","05","1","1","2","2","2","1","2","2","2","2","2","2","2","2","2","","","3","","4","4","4","3","3","2","3","1","3","3","3","3","2","3","3","3","","","0","1","0","0","1","1","0","0","0","2","","1","1","","2","8","1","02","0005500","CINCO MIL QUINIENTOS","0","0","0","0","0","0","0","1","2","08","08","07","08","08","2","2","3","2","0","1","0","1","0","1","0","0","0","0","0","3920.4807688956","U","0034","0010"
"0400500.03","0400500.03.02","0400500","03","02","04","CAMPECHE","002","CAMPECHE","01","06","07","07","07","06","06","05","08","07","05","07","07","07","05","07","06","08","07","07","05","07","06","06","05","06","07","08","09","05","05","00","09","04","04","05","03","05","00","06","04","08","1","2","1","05","04","06","07","08","04","06","08","09","1","0","0","1","0","0","1","0","0","0","0","0","0","0","","0","0","06","06","06","07","05","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","3","1","3","3","3","4","3","3","1","3","1","1","1","1","1","1","1","3","","","0","1","0","1","0","0","0","1","0","1","1","","1","","2","2","2","04","0012000","DOCE MIL","0","0","0","0","0","0","0","1","2","07","07","05","06","05","1","2","2","2","0","1","0","0","1","1","0","0","0","0","0","2613.6538459304","U","0034","0010"
"0400500.04","0400500.04.01","0400500","04","01","04","CAMPECHE","002","CAMPECHE","01","09","03","03","03","03","03","03","09","05","05","05","05","05","05","07","07","09","08","08","07","08","07","07","05","05","05","10","10","05","05","05","07","05","03","02","04","05","04","06","06","09","1","1","2","","","","","","","","","","0","1","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","05","07","05","00","03","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","1","1","2","1","1","2","2","2","2","2","2","4","2","2","2","2","2","2","2","","","1","0","0","1","1","0","0","1","0","1","1","","1","","3","2","2","03","0008000","OCHO MIL","0","0","0","0","0","0","0","1","2","05","05","05","05","05","2","2","2","2","0","1","0","0","0","0","0","0","0","0","0","3920.4807688956","U","0034","0010"
"0400500.05","0400500.05.02","0400500","05","02","04","CAMPECHE","002","CAMPECHE","01","03","07","00","00","05","04","05","07","06","05","07","06","06","08","07","07","09","00","05","06","06","06","07","04","07","05","03","05","05","05","09","09","08","08","05","07","08","05","08","07","08","2","2","2","","","","","","","","","","1","1","0","0","0","0","1","0","0","0","0","0","0","0","","0","0","07","07","08","05","05","1","2","1","2","2","1","2","2","1","2","2","2","2","1","2","","","2","","2","","4","4","4","3","2","4","1","4","4","1","4","3","4","3","","","0","0","0","0","0","0","0","1","0","1","1","","1","","1","1","2","08","0025000","VEINTICINCO MIL","0","0","0","0","0","0","0","1","1","07","05","08","05","05","1","1","3","3","0","1","0","0","1","1","0","0","0","0","0","2613.6538459304","U","0034","0010"
"0400641.01","0400641.01.04","0400641","01","04","04","CAMPECHE","002","CAMPECHE","01","08","08","08","08","07","07","08","08","08","08","08","08","08","07","08","08","09","08","08","08","08","07","08","08","08","08","07","10","00","07","07","08","07","07","07","07","08","07","07","07","07","1","2","1","04","08","08","08","08","08","08","08","08","0","1","0","0","0","0","1","0","1","0","0","0","0","0","","0","0","07","07","07","08","08","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","","","1","4","4","4","2","2","3","2","2","2","4","2","4","4","4","2","4","2","","","0","1","0","0","0","0","0","0","0","1","1","","1","","2","2","1","05","0015000","QUINCE MIL","0","0","0","0","0","0","0","1","2","08","07","07","08","08","2","2","2","1","0","1","0","0","0","0","0","0","0","0","0","6404.2217763869","U","0035","0010"
"0400641.02","0400641.02.01","0400641","02","01","04","CAMPECHE","002","CAMPECHE","01","05","10","10","05","05","01","02","05","05","01","05","05","10","05","05","10","10","05","10","05","05","05","05","05","07","05","03","07","05","01","05","05","05","03","05","05","05","05","05","10","03","2","2","2","","","","","","","","","","1","1","0","0","0","0","0","0","1","0","0","0","0","0","","0","0","02","05","05","05","05","2","2","1","2","2","2","1","2","2","2","2","2","2","2","2","","2","2","2","2","2","4","3","4","2","4","1","3","1","1","1","2","1","1","3","","","1","0","0","0","0","0","0","0","0","3","","2","1","","2","2","1","02","0006000","SEIS MIL","1","0","0","0","1","0","1","0","2","05","02","10","05","03","2","1","2","1","0","1","0","0","0","0","0","0","0","0","0","1601.0554440967","U","0035","0010"
"0400641.03","0400641.03.02","0400641","03","02","04","CAMPECHE","002","CAMPECHE","01","05","05","05","05","02","02","02","08","05","05","05","05","06","07","07","08","09","07","06","06","07","05","05","05","05","04","09","07","07","06","07","08","07","07","05","05","06","07","07","08","07","1","2","2","","","","","","","","","","1","0","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","07","08","07","02","05","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","","","4","4","4","4","3","1","1","4","4","4","1","4","1","1","1","4","3","2","","","0","0","0","0","1","0","0","1","0","1","2","","1","","1","2","2","03","0010000","DIEZ MIL","0","0","0","0","0","0","0","1","2","07","07","06","06","08","3","3","3","3","0","1","0","0","0","1","0","0","0","0","0","3202.1108881934","U","0035","0010"
"0400641.04","0400641.04.01","0400641","04","01","04","CAMPECHE","002","CAMPECHE","01","09","09","09","08","09","09","08","08","10","10","09","09","09","10","08","09","10","07","09","08","10","09","09","08","08","09","10","10","08","08","05","07","08","08","09","08","08","05","09","08","07","2","2","2","","","","","","","","","","0","0","0","1","0","0","0","0","1","0","1","0","0","0","","0","0","08","07","07","07","06","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","","1","1","1","1","1","3","1","1","2","1","2","1","1","2","1","2","1","1","2","","","1","0","0","1","1","0","0","0","0","1","1","","1","","2","2","1","07","0020000","VEINTE MIL","0","0","0","0","0","0","0","1","2","07","08","03","05","08","2","2","2","2","0","1","0","0","0","0","0","0","0","0","0","4803.1663322902","U","0035","0010"
"0400641.05","0400641.05.01","0400641","05","01","04","CAMPECHE","002","CAMPECHE","01","08","08","08","08","05","05","09","05","05","05","08","08","08","08","00","08","08","05","07","07","07","06","07","00","00","00","10","08","07","08","08","08","08","00","00","05","05","05","08","00","05","1","1","1","05","02","06","06","06","05","05","98","07","1","0","0","0","0","0","1","1","0","0","0","0","0","0","","0","0","05","05","05","06","00","1","2","2","1","2","1","2","2","2","2","1","2","2","2","2","","","","","1","4","3","1","1","4","1","4","1","1","2","1","2","1","4","1","","","1","0","0","0","0","0","0","1","0","1","2","","1","","2","2","1","07","0020000","VEINTE MIL","0","0","0","0","0","0","0","1","1","00","05","00","05","00","1","1","2","2","0","1","0","1","0","0","0","0","0","0","0","3202.1108881934","U","0035","0010"
"0400657.01","0400657.01.02","0400657","01","02","04","CAMPECHE","002","CAMPECHE","01","00","00","00","00","00","00","00","05","00","00","00","00","00","00","00","05","05","00","10","05","05","10","05","00","00","00","10","10","05","05","00","05","00","00","00","05","05","05","05","05","05","1","2","2","","","","","","","","","","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","0","0","05","05","05","08","05","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","","","","4","3","3","2","3","3","3","3","3","3","2","3","3","3","3","3","3","","","1","0","0","0","0","0","0","0","0","1","1","","1","","1","2","1","03","0008000","OCHO MIL","1","0","0","0","0","0","0","0","1","05","05","05","05","05","3","3","3","3","1","1","0","0","0","0","0","0","0","0","0","2890.4257101372","U","0442","0009"
"0400657.03","0400657.03.01","0400657","03","01","04","CAMPECHE","002","CAMPECHE","01","10","10","00","00","10","10","10","10","10","10","00","10","00","10","10","00","10","09","08","08","00","10","10","00","00","09","09","08","09","10","08","07","08","10","07","07","08","07","08","10","09","1","1","2","","","","","","","","","","0","0","0","0","0","1","0","0","1","1","0","0","0","0","","0","0","10","08","09","00","10","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","3","1","1","4","4","4","2","1","1","1","1","1","8","8","1","4","8","1","1","","","0","0","0","0","0","0","0","1","0","2","","1","1","","1","8","2","02","0006500","SEIS MIL QUINIENTOS","0","0","0","0","0","0","0","1","3","00","08","08","07","08","4","4","4","4","0","1","0","0","0","0","0","0","0","0","0","2890.4257101372","U","0442","0009"
